Puissance depolar
13-05-2022 10:25:58.801
Date	Time	Puissance depolar
13-05-2022 10:26:00.875	138	0.000000
13-05-2022 10:26:01.876	1139	0.000000
13-05-2022 10:26:02.876	2139	0.000000
13-05-2022 10:26:03.876	3139	0.000000
13-05-2022 10:26:04.876	4139	0.000000
13-05-2022 10:26:05.876	5139	0.000000
13-05-2022 10:26:06.877	6140	0.000000
13-05-2022 10:26:07.877	7140	0.000000
13-05-2022 10:26:08.877	8140	0.000000
13-05-2022 10:26:09.877	9140	0.000000
13-05-2022 10:26:10.877	10140	0.000000
13-05-2022 10:26:13.391
