Energie IR
12-05-2022 11:58:15.000
Date	Time	Energie IR
12-05-2022 11:58:15.961	77	0.000000
12-05-2022 11:58:16.962	1078	0.000000
12-05-2022 11:58:17.963	2079	0.000000
12-05-2022 11:58:18.963	3079	0.000000
12-05-2022 11:58:19.963	4079	0.000000
12-05-2022 11:58:20.965	5080	0.000000
12-05-2022 11:58:21.965	6080	0.000000
12-05-2022 11:58:22.964	7080	0.000000
12-05-2022 11:58:23.965	8080	0.000000
12-05-2022 11:58:24.965	9081	0.000000
12-05-2022 11:58:25.965	10081	0.000000
12-05-2022 11:58:26.966	11081	0.000000
12-05-2022 11:58:27.967	12082	0.000000
12-05-2022 11:58:28.967	13082	0.000000
12-05-2022 11:58:29.967	14082	0.000000
12-05-2022 11:58:30.967	15082	0.000000
12-05-2022 11:58:31.967	16082	0.000000
12-05-2022 11:58:32.967	17082	0.000000
12-05-2022 11:58:33.968	18083	0.000000
12-05-2022 11:58:34.968	19083	0.000000
12-05-2022 11:58:35.968	20083	0.000000
12-05-2022 11:58:36.967	21083	0.000000
12-05-2022 11:58:37.968	22084	0.000000
12-05-2022 11:58:38.969	23085	0.000000
12-05-2022 11:58:39.970	24086	0.000000
12-05-2022 11:58:40.970	25086	0.000000
12-05-2022 11:58:41.971	26087	0.000000
12-05-2022 11:58:42.971	27087	0.000000
12-05-2022 11:58:43.971	28087	0.000000
12-05-2022 11:58:44.971	29087	0.000000
12-05-2022 11:58:45.971	30087	0.000000
