Puissance depolar (W)
28-06-2022-11:34:29.053
Date,Time,Mean,Sigma,Max,Min,Rapport
28-06-2022-11:34:42.348,10547,0.833533,0.002111,0.839487,0.828370,0.253280
28-06-2022-11:34:54.316,22516,0.833286,0.002371,0.840282,0.828628,0.284534
