Puissance_depolar_500 (W)
28-06-2022-11:34:29.086
Puissance_depolar_500 (W)
0.831624,0.833383,0.834596,0.834322,0.832682,0.831356,0.831570,0.832666,0.833237,0.833173,0.833265,0.832965,0.832849,0.832073,0.832356,0.832627,0.832502,0.832673,0.833380,0.834406,0.834526,0.833643,0.832615,0.832077,0.832545,0.833676,0.833905,0.834478,0.835658,0.836562,0.835591,0.832802,0.830443,0.829294,0.829121,0.829512,0.829287,0.828370,0.828731,0.831084,0.834202,0.835897,0.836042,0.834932,0.833685,0.833816,0.834105,0.834706,0.834312,0.833131,0.833200,0.833454,0.834036,0.833953,0.834375,0.835692,0.835466,0.833496,0.831350,0.830514,0.830841,0.831519,0.832225,0.832481,0.832841,0.832775,0.832530,0.832876,0.834209,0.836147,0.836588,0.835797,0.835061,0.835423,0.835390,0.834732,0.834901,0.835865,0.836118,0.835767,0.835884,0.836926,0.838439,0.839487
0.840199,0.840130,0.840282,0.839509,0.837430,0.835327,0.833735,0.832605,0.832295,0.831564,0.831777,0.831574,0.831980,0.833679,0.834773,0.834899,0.834039,0.834371,0.835368,0.834955,0.833903,0.834114,0.832103,0.829280,0.828628,0.831215,0.834258,0.834950,0.835900,0.836986,0.837307,0.837803,0.837879,0.837180,0.836807,0.836663,0.836045,0.834838,0.834925,0.835818,0.835493,0.833966,0.832982,0.832888,0.833952,0.834869,0.834025,0.832310,0.831615,0.832409,0.832609,0.831127,0.829731,0.829674,0.831489,0.833485,0.834442,0.834121,0.834140,0.834701,0.834671,0.834617,0.833853,0.833009,0.831749,0.832198,0.833975,0.834253,0.833575,0.833537,0.834853,0.835068,0.833417,0.832244,0.830915,0.830036,0.830023,0.830940,0.832337,0.832097,0.831416,0.830431,0.829784,0.829249,0.828707,0.829234,0.830672,0.832633,0.833264,0.832101,0.830848,0.830746,0.831795,0.832012,0.831743,0.832187,0.832852,0.833340,0.833029,0.833340,0.834170,0.834676,0.834143,0.832659,0.831559,0.831629,0.831735,0.832340,0.832610,0.832392,0.832118,0.830971,0.830162,0.830469,0.832096,0.833800,0.833507,0.832796,0.833343
