Energie IR (mJ)
12-05-2022 11:53:54.518
Date	Time	Mean	Sigma	Max	Min	Rapport
12-05-2022 11:54:06.844	11030	25.952225	0.172690	26.038570	25.693190	0.665415
12-05-2022 11:54:18.848	23033	25.952225	0.172690	26.038570	25.693190	0.665415
