Energie UV
13-05-2022 09:07:20.281
Date	Time	Energie UV
13-05-2022 09:07:21.526	21	0.000000
13-05-2022 09:07:22.527	1021	0.000000
13-05-2022 09:07:23.527	2021	0.000000
13-05-2022 09:07:24.527	3022	0.000000
13-05-2022 09:07:25.529	4023	0.000000
13-05-2022 09:07:26.530	5024	0.000000
13-05-2022 09:07:27.530	6024	0.000000
13-05-2022 09:07:28.530	7024	0.000000
13-05-2022 09:07:29.529	8024	0.000000
13-05-2022 09:07:30.530	9024	0.000000
13-05-2022 09:07:31.530	10025	0.000000
13-05-2022 09:07:32.530	11025	0.000000
13-05-2022 09:07:33.532	12026	0.000000
13-05-2022 09:07:34.531	13026	0.000000
13-05-2022 09:07:35.532	14027	0.000000
13-05-2022 09:07:36.534	15028	0.000000
13-05-2022 09:07:37.534	16028	0.000000
13-05-2022 09:07:38.533	17028	0.000000
13-05-2022 09:07:39.534	18029	0.000000
13-05-2022 09:07:40.535	19029	0.000000
13-05-2022 09:07:41.535	20030	0.000000
13-05-2022 09:07:42.536	21030	0.000000
13-05-2022 09:07:43.536	22031	0.000000
13-05-2022 09:07:44.536	23031	0.000000
13-05-2022 09:07:45.538	24032	0.000000
13-05-2022 09:07:46.539	25033	0.000000
13-05-2022 09:07:47.538	26033	0.000000
13-05-2022 09:07:48.539	27033	0.000000
13-05-2022 09:07:49.539	28034	0.000000
13-05-2022 09:07:50.540	29034	0.000000
13-05-2022 09:07:51.539	30034	0.000000
13-05-2022 09:07:52.540	31035	0.000000
13-05-2022 09:07:53.542	32036	0.000000
13-05-2022 09:07:54.542	33037	0.000000
13-05-2022 09:07:55.544	34038	0.000000
13-05-2022 09:07:56.544	35038	0.000000
13-05-2022 09:07:57.544	36039	0.000000
13-05-2022 09:07:58.545	37040	0.000000
13-05-2022 09:07:59.546	38040	0.000000
13-05-2022 09:08:00.546	39040	0.000000
13-05-2022 09:08:01.545	40040	0.000000
13-05-2022 09:08:02.545	41040	0.000000
13-05-2022 09:08:03.546	42040	0.000000
13-05-2022 09:08:04.546	43040	0.000000
13-05-2022 09:08:05.547	44041	0.000000
13-05-2022 09:08:06.546	45041	0.000000
13-05-2022 09:08:07.547	46041	0.000000
13-05-2022 09:08:08.547	47041	0.000000
13-05-2022 09:08:09.547	48042	0.000000
13-05-2022 09:08:10.548	49042	0.000000
13-05-2022 09:08:11.548	50043	0.000000
13-05-2022 09:08:12.550	51044	0.000000
13-05-2022 09:08:13.550	52044	0.000000
13-05-2022 09:08:14.549	53044	0.000000
13-05-2022 09:08:15.550	54045	0.000000
13-05-2022 09:08:16.551	55046	0.000000
13-05-2022 09:08:17.551	56046	0.000000
13-05-2022 09:08:18.552	57047	0.000000
13-05-2022 09:08:19.552	58047	0.000000
13-05-2022 09:08:20.552	59047	0.000000
13-05-2022 09:08:21.553	60048	0.000000
13-05-2022 09:08:22.553	61048	0.000000
13-05-2022 09:08:23.554	62049	0.000000
13-05-2022 09:08:24.555	63049	0.000000
13-05-2022 09:08:25.554	64049	0.000000
13-05-2022 09:08:26.555	65050	0.000000
13-05-2022 09:08:27.555	66050	0.000000
13-05-2022 09:08:30.067
