Puissance depolar
12-05-2022 12:07:48.335
Date	Time	Puissance depolar
12-05-2022 12:07:52.655	139	0.000000
12-05-2022 12:07:53.654	1139	0.000000
12-05-2022 12:07:54.655	2139	0.000000
12-05-2022 12:07:55.654	3139	0.009016
12-05-2022 12:07:56.655	4139	0.009016
12-05-2022 12:07:57.654	5139	0.007803
12-05-2022 12:07:58.655	6139	0.010660
12-05-2022 12:07:59.654	7139	0.008886
12-05-2022 12:08:00.656	8140	0.008035
12-05-2022 12:08:01.657	9141	0.008450
12-05-2022 12:08:02.657	10141	0.009538
12-05-2022 12:08:03.657	11141	0.008597
12-05-2022 12:08:04.656	12141	0.007987
12-05-2022 12:08:05.657	13141	0.009395
12-05-2022 12:08:06.658	14142	0.008470
12-05-2022 12:08:07.658	15143	0.008223
12-05-2022 12:08:08.660	16144	0.009115
12-05-2022 12:08:09.660	17144	0.008996
12-05-2022 12:08:10.660	18145	0.010542
12-05-2022 12:08:11.661	19145	0.007893
12-05-2022 12:08:12.660	20145	0.008618
12-05-2022 12:08:13.660	21145	0.009681
12-05-2022 12:08:14.661	22145	0.006987
12-05-2022 12:08:15.660	23145	0.009577
12-05-2022 12:08:16.662	24146	0.010404
12-05-2022 12:08:17.661	25146	0.010342
12-05-2022 12:08:18.663	26147	0.007188
12-05-2022 12:08:19.663	27147	0.009097
12-05-2022 12:08:20.663	28147	0.008714
12-05-2022 12:08:21.663	29148	0.008521
12-05-2022 12:08:22.664	30148	0.007155
12-05-2022 12:08:23.664	31148	0.008610
12-05-2022 12:08:24.664	32149	0.008882
12-05-2022 12:08:25.664	33149	0.009224
12-05-2022 12:08:26.666	34150	0.008926
12-05-2022 12:08:27.665	35150	0.006835
12-05-2022 12:08:28.667	36151	0.007826
12-05-2022 12:08:29.667	37151	0.009632
12-05-2022 12:08:30.667	38151	0.010127
12-05-2022 12:08:31.667	39151	0.010679
12-05-2022 12:08:32.667	40152	0.006232
12-05-2022 12:08:33.668	41152	0.008242
12-05-2022 12:08:34.667	42152	0.008140
12-05-2022 12:08:35.668	43152	0.008625
12-05-2022 12:08:36.669	44153	0.010284
12-05-2022 12:08:37.669	45154	0.009191
12-05-2022 12:08:38.671	46155	0.009039
12-05-2022 12:08:39.672	47156	0.008826
12-05-2022 12:08:40.671	48156	0.008807
12-05-2022 12:08:41.672	49156	0.007973
12-05-2022 12:08:42.671	50156	0.008661
12-05-2022 12:08:43.673	51157	0.009790
12-05-2022 12:08:44.673	52158	0.008773
12-05-2022 12:08:45.674	53158	0.009190
12-05-2022 12:08:46.675	54159	0.007975
12-05-2022 12:08:47.674	55159	0.009743
12-05-2022 12:08:48.675	56159	0.009147
12-05-2022 12:08:49.675	57160	0.007928
12-05-2022 12:08:50.676	58161	0.009532
12-05-2022 12:08:51.678	59162	0.008348
12-05-2022 12:08:52.677	60162	0.010625
12-05-2022 12:08:53.679	61163	0.008427
12-05-2022 12:08:54.679	62163	0.011297
12-05-2022 12:08:55.680	63164	0.009055
12-05-2022 12:08:56.679	64164	0.008329
12-05-2022 12:08:57.679	65164	0.007714
12-05-2022 12:08:58.681	66165	0.007786
12-05-2022 12:08:59.680	67165	0.008852
12-05-2022 12:09:00.682	68166	0.008147
12-05-2022 12:09:01.683	69167	0.008302
12-05-2022 12:09:02.683	70167	0.009756
12-05-2022 12:09:03.683	71167	0.007085
