Energie UV
12-05-2022 12:14:16.429
Date	Time	Energie UV
12-05-2022 12:14:17.506	21	0.000000
12-05-2022 12:14:18.507	1022	0.000000
12-05-2022 12:14:19.506	2022	0.000000
12-05-2022 12:14:20.508	3023	0.000000
12-05-2022 12:14:21.507	4023	0.000000
12-05-2022 12:14:22.508	5024	0.000000
12-05-2022 12:14:23.509	6025	0.000000
12-05-2022 12:14:24.511	7026	0.000000
12-05-2022 12:14:25.511	8026	0.000000
12-05-2022 12:14:26.510	9026	0.000000
12-05-2022 12:14:27.512	10027	0.000000
12-05-2022 12:14:28.512	11028	0.000000
12-05-2022 12:14:29.512	12028	0.000000
12-05-2022 12:14:30.513	13028	0.000000
12-05-2022 12:14:31.512	14028	0.000000
12-05-2022 12:14:32.514	15029	0.000000
12-05-2022 12:14:33.515	16030	0.000000
12-05-2022 12:14:34.515	17030	0.000000
12-05-2022 12:14:35.515	18030	0.000000
12-05-2022 12:14:36.515	19031	0.000000
12-05-2022 12:14:37.516	20031	0.000000
12-05-2022 12:14:38.516	21032	0.000000
12-05-2022 12:14:39.518	22033	0.000000
12-05-2022 12:14:40.519	23034	0.000000
12-05-2022 12:14:41.519	24035	0.000000
12-05-2022 12:14:42.520	25035	0.000000
12-05-2022 12:14:43.520	26036	0.000000
12-05-2022 12:14:44.521	27037	0.000000
12-05-2022 12:14:45.523	28038	0.000000
12-05-2022 12:14:46.523	29038	0.000000
12-05-2022 12:14:47.523	30038	0.000000
12-05-2022 12:14:48.523	31038	0.000000
12-05-2022 12:14:49.523	32038	0.000000
12-05-2022 12:14:50.522	33038	0.000000
12-05-2022 12:14:51.524	34039	0.000000
12-05-2022 12:14:52.525	35040	0.000000
12-05-2022 12:14:53.524	36040	0.000000
12-05-2022 12:14:54.524	37040	0.000000
12-05-2022 12:14:55.525	38040	0.000000
12-05-2022 12:14:56.525	39040	0.000000
12-05-2022 12:14:57.525	40040	0.000000
12-05-2022 12:14:58.524	41040	0.000000
12-05-2022 12:14:59.525	42040	0.000000
12-05-2022 12:15:00.524	43040	0.000000
12-05-2022 12:15:01.525	44040	0.000000
12-05-2022 12:15:02.524	45040	0.000000
12-05-2022 12:15:03.526	46041	0.000000
12-05-2022 12:15:04.525	47041	0.000000
12-05-2022 12:15:05.525	48041	0.000000
12-05-2022 12:15:06.527	49042	0.000000
12-05-2022 12:15:07.526	50042	0.000000
12-05-2022 12:15:08.526	51042	0.000000
12-05-2022 12:15:09.527	52042	0.000000
12-05-2022 12:15:10.528	53043	0.000000
12-05-2022 12:15:11.528	54043	0.000000
