Energie UV (mJ)
13-05-2022 10:33:29.334
Date	Time	Mean	Sigma	Max	Min	Rapport
13-05-2022 10:33:41.711	11147	0.000000	0.000000	0.000000	0.000000	NaN
13-05-2022 10:33:48.218
