Energie IR (mJ)
13-05-2022 10:33:29.089
Date	Time	Mean	Sigma	Max	Min	Rapport
13-05-2022 10:33:41.711	11147	1.502762	6.399451	29.342200	0.000000	425.846080
13-05-2022 10:33:48.218
