Puissance depolar (W)
13-05-2022 10:33:29.357
Date	Time	Mean	Sigma	Max	Min	Rapport
13-05-2022 10:33:41.711	11147	0.814718	0.111563	0.849876	0.000000	13.693432
13-05-2022 10:33:48.218
