Puissance depolar
12-05-2022 12:01:34.030
Date	Time	Puissance depolar
12-05-2022 12:01:39.562	183	0.000000
12-05-2022 12:01:40.563	1184	0.000000
12-05-2022 12:01:41.564	2185	0.000000
12-05-2022 12:01:42.565	3186	0.009651
12-05-2022 12:01:43.566	4186	0.009651
12-05-2022 12:01:44.566	5186	0.008696
12-05-2022 12:01:45.567	6187	0.011485
12-05-2022 12:01:46.567	7187	0.009977
12-05-2022 12:01:47.568	8188	0.010506
12-05-2022 12:01:48.567	9188	0.008460
12-05-2022 12:01:49.567	10188	0.011088
12-05-2022 12:01:50.568	11188	0.010314
12-05-2022 12:01:51.567	12188	0.009757
12-05-2022 12:01:52.568	13189	0.009217
12-05-2022 12:01:53.569	14190	0.009346
12-05-2022 12:01:54.570	15191	0.010269
12-05-2022 12:01:55.571	16191	0.009343
12-05-2022 12:01:56.571	17192	0.009494
12-05-2022 12:01:57.571	18192	0.010154
12-05-2022 12:01:58.573	19193	0.010411
12-05-2022 12:01:59.573	20194	0.008457
12-05-2022 12:02:00.573	21194	0.006650
12-05-2022 12:02:01.573	22194	0.009069
12-05-2022 12:02:02.574	23194	0.008364
12-05-2022 12:02:03.575	24195	0.011350
12-05-2022 12:02:04.574	25195	0.010489
12-05-2022 12:02:05.575	26195	0.009154
12-05-2022 12:02:06.576	27196	0.009924
12-05-2022 12:02:07.577	28197	0.008453
12-05-2022 12:02:08.577	29197	0.008840
12-05-2022 12:02:09.577	30198	0.009435
12-05-2022 12:02:10.578	31198	0.009307
12-05-2022 12:02:11.578	32198	0.008468
12-05-2022 12:02:12.577	33198	0.008925
12-05-2022 12:02:13.578	34198	0.007806
12-05-2022 12:02:14.578	35199	0.009171
12-05-2022 12:02:15.580	36200	0.010053
12-05-2022 12:02:16.581	37201	0.011346
12-05-2022 12:02:17.582	38202	0.009808
12-05-2022 12:02:18.581	39202	0.009159
12-05-2022 12:02:19.583	40203	0.009081
12-05-2022 12:02:20.584	41204	0.009845
12-05-2022 12:02:21.584	42204	0.009124
