Puissance depolar (W)
12-05-2022 12:01:34.043
Date	Time	Mean	Sigma	Max	Min	Rapport
12-05-2022 12:01:50.516	11136	0.010284	0.001079	0.012234	0.007485	10.492902
12-05-2022 12:02:02.518	23138	0.010068	0.001080	0.012225	0.006632	10.728857
12-05-2022 12:02:14.527	35147	0.009884	0.001136	0.013089	0.007677	11.491761
