Energie IR
12-05-2022 12:01:34.058
Date	Time	Energie IR
12-05-2022 12:01:39.562	183	0.000000
12-05-2022 12:01:40.563	1184	0.000000
12-05-2022 12:01:41.564	2185	0.000000
12-05-2022 12:01:42.565	3186	0.000000
12-05-2022 12:01:43.566	4186	0.000000
12-05-2022 12:01:44.566	5186	0.000000
12-05-2022 12:01:45.567	6187	0.000000
12-05-2022 12:01:46.567	7187	0.000000
12-05-2022 12:01:47.568	8188	0.000000
12-05-2022 12:01:48.567	9188	0.000000
12-05-2022 12:01:49.567	10188	0.000000
12-05-2022 12:01:50.568	11188	0.000000
12-05-2022 12:01:51.567	12188	0.000000
12-05-2022 12:01:52.568	13189	0.000000
12-05-2022 12:01:53.569	14190	0.000000
12-05-2022 12:01:54.570	15191	0.000000
12-05-2022 12:01:55.571	16191	0.000000
12-05-2022 12:01:56.571	17192	0.000000
12-05-2022 12:01:57.571	18192	0.000000
12-05-2022 12:01:58.573	19193	0.000000
12-05-2022 12:01:59.573	20194	0.000000
12-05-2022 12:02:00.573	21194	0.000000
12-05-2022 12:02:01.573	22194	0.000000
12-05-2022 12:02:02.574	23194	0.000000
12-05-2022 12:02:03.575	24195	0.000000
12-05-2022 12:02:04.574	25195	0.000000
12-05-2022 12:02:05.575	26195	0.000000
12-05-2022 12:02:06.576	27196	0.000000
12-05-2022 12:02:07.577	28197	0.000000
12-05-2022 12:02:08.577	29197	0.000000
12-05-2022 12:02:09.577	30198	0.000000
12-05-2022 12:02:10.578	31198	0.000000
12-05-2022 12:02:11.578	32198	0.000000
12-05-2022 12:02:12.577	33198	0.000000
12-05-2022 12:02:13.578	34198	0.000000
12-05-2022 12:02:14.578	35199	0.000000
12-05-2022 12:02:15.580	36200	0.000000
12-05-2022 12:02:16.581	37201	0.000000
12-05-2022 12:02:17.582	38202	0.000000
12-05-2022 12:02:18.581	39202	0.000000
12-05-2022 12:02:19.583	40203	0.000000
12-05-2022 12:02:20.584	41204	0.000000
12-05-2022 12:02:21.584	42204	0.000000
