Puissance depolar (W)
28-06-2022-11:27:27.442
Date,Time,Mean,Sigma,Max,Min,Rapport
28-06-2022-11:27:41.313,10359,NaN,-0.000000,0.000000,0.000000,NaN
28-06-2022-11:27:53.313,22359,NaN,-0.000000,0.000000,0.000000,NaN
28-06-2022-11:28:05.314,34360,0.016536,NaN,0.016536,0.016536,NaN
28-06-2022-11:28:17.312,46358,NaN,-0.000000,0.000000,0.000000,NaN
28-06-2022-11:28:29.314,58360,NaN,-0.000000,0.000000,0.000000,NaN
28-06-2022-11:28:41.825
