Energie UV
13-05-2022 10:35:37.692
Date	Time	Energie UV
13-05-2022 10:35:38.771	130	0.000000
13-05-2022 10:35:39.772	1131	0.000000
13-05-2022 10:35:40.772	2131	0.000000
13-05-2022 10:35:41.773	3132	0.000000
13-05-2022 10:35:42.774	4133	0.000000
13-05-2022 10:35:43.776	5134	0.000000
13-05-2022 10:35:44.777	6135	0.000000
13-05-2022 10:35:45.776	7135	0.000000
13-05-2022 10:35:46.777	8136	0.000000
13-05-2022 10:35:47.777	9136	0.000000
13-05-2022 10:35:48.778	10137	0.000000
13-05-2022 10:35:49.780	11138	0.000000
13-05-2022 10:35:50.779	12138	0.000000
13-05-2022 10:35:51.779	13138	0.000000
13-05-2022 10:35:52.779	14138	0.000000
13-05-2022 10:35:53.781	15139	0.000000
13-05-2022 10:35:54.781	16140	0.000000
13-05-2022 10:35:55.781	17140	0.000000
13-05-2022 10:35:56.781	18140	0.000000
13-05-2022 10:35:57.781	19140	0.000000
13-05-2022 10:35:58.782	20140	0.000000
13-05-2022 10:35:59.782	21140	0.000000
13-05-2022 10:36:00.782	22141	0.000000
13-05-2022 10:36:01.784	23142	0.000000
13-05-2022 10:36:02.784	24143	0.000000
13-05-2022 10:36:03.784	25143	0.000000
13-05-2022 10:36:04.785	26144	0.000000
13-05-2022 10:36:05.787	27145	0.000000
13-05-2022 10:36:06.787	28146	0.000000
13-05-2022 10:36:07.787	29146	0.000000
13-05-2022 10:36:08.788	30146	0.000000
13-05-2022 10:36:09.787	31146	0.000000
13-05-2022 10:36:10.787	32146	0.000000
13-05-2022 10:36:11.788	33147	0.000000
13-05-2022 10:36:12.789	34147	0.000000
13-05-2022 10:36:13.788	35147	0.000000
13-05-2022 10:36:14.790	36148	0.000000
13-05-2022 10:36:15.790	37149	0.000000
13-05-2022 10:36:16.792	38150	0.000000
13-05-2022 10:36:17.791	39150	0.000000
13-05-2022 10:36:18.792	40150	0.000000
13-05-2022 10:36:19.791	41150	0.000000
13-05-2022 10:36:20.791	42150	0.000000
13-05-2022 10:36:21.792	43151	0.000000
13-05-2022 10:36:22.793	44152	0.000000
13-05-2022 10:36:23.793	45152	0.000000
13-05-2022 10:36:24.793	46152	0.000000
13-05-2022 10:36:25.794	47153	0.000000
13-05-2022 10:36:26.794	48153	0.000000
13-05-2022 10:36:27.795	49153	0.000000
13-05-2022 10:36:28.796	50154	0.000000
13-05-2022 10:36:29.795	51154	0.000000
13-05-2022 10:36:30.796	52155	0.000000
13-05-2022 10:36:31.797	53156	0.000000
13-05-2022 10:36:32.798	54157	0.000000
13-05-2022 10:36:33.799	55158	0.000000
13-05-2022 10:36:34.800	56158	0.000000
13-05-2022 10:36:35.799	57158	0.000000
13-05-2022 10:36:36.799	58158	0.000000
13-05-2022 10:36:37.799	59158	0.000000
13-05-2022 10:36:40.313
