Energie IR
12-05-2022 12:48:44.656
Date	Time	Energie IR
12-05-2022 12:48:45.793	25	0.000000
12-05-2022 12:48:46.794	1026	0.000000
12-05-2022 12:48:47.793	2026	0.000000
12-05-2022 12:48:48.793	3026	0.000000
12-05-2022 12:48:49.794	4026	0.000000
12-05-2022 12:48:50.795	5027	0.000000
12-05-2022 12:48:51.795	6028	0.000000
12-05-2022 12:48:52.796	7028	0.000000
12-05-2022 12:48:53.796	8028	0.000000
12-05-2022 12:48:54.797	9029	0.000000
12-05-2022 12:48:55.798	10030	0.000000
12-05-2022 12:48:56.797	11030	0.000000
12-05-2022 12:48:57.799	12031	0.000000
12-05-2022 12:48:58.799	13031	0.000000
12-05-2022 12:48:59.799	14031	0.000000
12-05-2022 12:49:00.800	15032	0.000000
12-05-2022 12:49:01.800	16033	0.000000
12-05-2022 12:49:02.802	17034	0.000000
12-05-2022 12:49:03.802	18035	0.000000
12-05-2022 12:49:04.803	19035	0.000000
12-05-2022 12:49:05.803	20036	0.000000
12-05-2022 12:49:06.804	21036	0.000000
12-05-2022 12:49:07.805	22037	0.000000
12-05-2022 12:49:08.805	23037	0.000000
12-05-2022 12:49:09.806	24038	0.000000
12-05-2022 12:49:10.806	25038	0.000000
12-05-2022 12:49:11.807	26039	0.000000
12-05-2022 12:49:12.806	27039	0.000000
12-05-2022 12:49:13.808	28040	0.000000
12-05-2022 12:49:14.807	29040	0.000000
12-05-2022 12:49:15.807	30040	0.000000
12-05-2022 12:49:16.808	31040	0.000000
12-05-2022 12:49:17.808	32040	0.000000
12-05-2022 12:49:18.808	33040	0.000000
12-05-2022 12:49:19.808	34040	0.000000
12-05-2022 12:49:20.808	35040	0.000000
12-05-2022 12:49:21.809	36041	0.000000
12-05-2022 12:49:22.809	37042	0.000000
12-05-2022 12:49:23.809	38042	0.000000
12-05-2022 12:49:24.810	39042	0.000000
12-05-2022 12:49:25.810	40043	0.000000
12-05-2022 12:49:26.811	41043	0.000000
12-05-2022 12:49:27.811	42043	0.000000
12-05-2022 12:49:28.810	43043	0.000000
12-05-2022 12:49:29.812	44044	0.000000
12-05-2022 12:49:30.812	45045	0.000000
12-05-2022 12:49:31.814	46046	0.000000
12-05-2022 12:49:32.813	47046	0.000000
12-05-2022 12:49:33.815	48047	0.000000
12-05-2022 12:49:34.815	49047	0.000000
12-05-2022 12:49:35.815	50047	0.000000
