Flow data
Thursday, March 24, 2022 11:59:59.341
TEMP_SMC1	FLOW_SMC1	TEMP_SMC2	FLOW_SMC2	TEMP_SMC3	FLOW_SMC3	valeur_HT
25.159033	0.075521	25.376788	0.067778	25.336463	0.071650	5141.995214
25.134838	0.070359	25.392918	0.061326	25.360658	0.071650	4819.523427
25.167098	0.072940	25.417113	0.070359	25.360658	0.072940	5128.833100
25.167098	0.074230	25.368723	0.057455	25.320333	0.067778	4765.229708
25.175163	0.079392	25.400983	0.072940	25.360658	0.074230	5115.670986
25.150968	0.074230	25.409048	0.065198	25.368723	0.075521	4808.006578
25.134838	0.071650	25.376788	0.063907	25.368723	0.074230	5109.089929
25.142903	0.071650	25.368723	0.060036	25.336463	0.069069	4854.073976
25.167098	0.079392	25.409048	0.070359	25.368723	0.071650	5130.478364
25.134838	0.071650	25.368723	0.067778	25.344528	0.063907	4742.196009
25.175163	0.076811	25.417113	0.070359	25.368723	0.075521	5072.894116
25.175163	0.076811	25.409048	0.071650	25.360658	0.070359	4817.878163
25.142903	0.072940	25.368723	0.061326	25.336463	0.069069	5133.768892
25.150968	0.075521	25.376788	0.066488	25.352593	0.076811	4834.330805
25.167098	0.074230	25.425179	0.065198	25.336463	0.071650	5148.576270
25.159033	0.076811	25.360658	0.061326	25.368723	0.075521	4878.752939
25.150968	0.071650	25.368723	0.062617	25.344528	0.067778	5109.089929
25.150968	0.079392	25.368723	0.069069	25.368723	0.072940	4765.229708
25.134838	0.071650	25.368723	0.066488	25.352593	0.070359	5125.542571
25.159033	0.078102	25.400983	0.071650	25.352593	0.078102	4860.655033
25.126773	0.072940	25.376788	0.066488	25.336463	0.070359	5128.833100
25.142903	0.072940	25.376788	0.069069	25.344528	0.069069	4701.064404
25.142903	0.075521	25.392918	0.069069	25.376788	0.074230	5107.444665
25.150968	0.071650	25.392918	0.066488	25.376788	0.076811	4775.101293
25.183228	0.079392	25.417113	0.069069	25.352593	0.066488	5115.670986
25.118708	0.071650	25.360658	0.062617	25.320333	0.074230	4880.398203
25.159033	0.076811	25.384853	0.065198	25.360658	0.075521	5145.285742
25.183228	0.078102	25.409048	0.067778	25.376788	0.069069	4803.070785
25.134838	0.071650	25.400983	0.065198	25.352593	0.070359	5110.735193
25.167098	0.072940	25.400983	0.069069	25.336463	0.070359	4890.269789
25.134838	0.075521	25.360658	0.062617	25.368723	0.079392	5181.481555
25.142903	0.072940	25.368723	0.067778	25.336463	0.072940	4740.550745
25.150968	0.075521	25.376788	0.066488	25.376788	0.072940	5084.410966
25.159033	0.079392	25.392918	0.072940	25.368723	0.075521	4793.199200
25.134838	0.076811	25.376788	0.065198	25.320333	0.072940	5117.316250
25.150968	0.072940	25.392918	0.069069	25.360658	0.074230	4803.070785
25.134838	0.072940	25.376788	0.065198	25.328398	0.072940	5110.735193
25.167098	0.079392	25.384853	0.056165	25.360658	0.070359	4729.033895
25.159033	0.067778	25.376788	0.070359	25.328398	0.074230	5072.894116
25.175163	0.076811	25.392918	0.071650	25.360658	0.072940	4839.266598
25.142903	0.072940	25.376788	0.065198	25.376788	0.074230	5117.316250
25.134838	0.069069	25.392918	0.069069	25.336463	0.070359	4732.324424
25.150968	0.076811	25.392918	0.066488	25.360658	0.074230	5081.120438
25.159033	0.074230	25.400983	0.070359	25.360658	0.072940	4799.780257
25.142903	0.072940	25.368723	0.063907	25.336463	0.067778	5114.025722
25.134838	0.070359	25.368723	0.067778	25.344528	0.069069	4755.358123
25.159033	0.078102	25.384853	0.063907	25.344528	0.071650	5123.897307
25.150968	0.075521	25.376788	0.057455	25.360658	0.074230	4684.611762
25.159033	0.074230	25.400983	0.067778	25.360658	0.071650	5090.992023
25.159033	0.070359	25.368723	0.062617	25.360658	0.069069	4796.489728
25.183228	0.076811	25.400983	0.071650	25.344528	0.069069	5130.478364
25.167098	0.079392	25.400983	0.063907	25.376788	0.075521	4839.266598
25.134838	0.075521	25.384853	0.063907	25.328398	0.069069	5107.444665
25.167098	0.076811	25.384853	0.065198	25.336463	0.071650	4821.168691
25.126773	0.074230	25.360658	0.066488	25.376788	0.069069	5130.478364
25.134838	0.071650	25.384853	0.063907	25.368723	0.074230	4855.719240
25.159033	0.076811	25.392918	0.069069	25.360658	0.070359	5115.670986
25.150968	0.074230	25.384853	0.065198	25.352593	0.078102	4872.171882
25.159033	0.072940	25.409048	0.063907	25.344528	0.070359	5110.735193
25.159033	0.075521	25.400983	0.071650	25.328398	0.063907	4689.547554
25.159033	0.069069	25.368723	0.065198	25.360658	0.074230	5100.863608
25.150968	0.071650	25.384853	0.065198	25.352593	0.070359	4750.422330
25.175163	0.075521	25.368723	0.065198	25.368723	0.071650	5089.346759
25.150968	0.075521	25.360658	0.066488	25.360658	0.075521	4796.489728
25.175163	0.074230	25.384853	0.069069	25.320333	0.063907	5092.637287
25.175163	0.075521	25.417113	0.063907	25.328398	0.067778	4738.905481
25.159033	0.070359	25.368723	0.066488	25.368723	0.076811	5110.735193
25.142903	0.071650	25.376788	0.065198	25.352593	0.070359	4829.395013
25.167098	0.075521	25.409048	0.069069	25.352593	0.069069	5114.025722
25.142903	0.070359	25.376788	0.060036	25.368723	0.074230	4732.324424
25.167098	0.075521	25.417113	0.063907	25.336463	0.067778	5095.927816
25.126773	0.070359	25.384853	0.065198	25.376788	0.076811	4806.361314
25.167098	0.075521	25.400983	0.069069	25.352593	0.069069	5117.316250
25.167098	0.075521	25.376788	0.063907	25.336463	0.072940	4831.040277
25.142903	0.071650	25.392918	0.066488	25.360658	0.069069	5118.961515
25.175163	0.076811	25.425179	0.066488	25.328398	0.070359	4827.749748
25.126773	0.072940	25.376788	0.063907	25.384853	0.074230	5110.735193
25.167098	0.072940	25.376788	0.063907	25.368723	0.071650	4832.685541
25.142903	0.071650	25.400983	0.069069	25.320333	0.069069	5125.542571
25.134838	0.072940	25.352593	0.066488	25.376788	0.072940	4765.229708
25.175163	0.074230	25.417113	0.072940	25.328398	0.069069	5102.508872
25.142903	0.067778	25.360658	0.074230	25.320333	0.072940	4786.618143
25.167098	0.075521	25.376788	0.062617	25.344528	0.069069	5123.897307
25.150968	0.074230	25.376788	0.066488	25.360658	0.069069	4877.107675
25.167098	0.074230	25.384853	0.071650	25.312268	0.069069	5135.414157
25.142903	0.075521	25.400983	0.069069	25.312268	0.070359	4803.070785
25.142903	0.069069	25.384853	0.063907	25.368723	0.078102	5123.897307
25.150968	0.070359	25.376788	0.067778	25.336463	0.074230	4771.810765
25.159033	0.076811	25.376788	0.062617	25.312268	0.070359	5125.542571
25.126773	0.072940	25.384853	0.071650	25.368723	0.074230	4758.648651
25.142903	0.075521	25.376788	0.065198	25.336463	0.071650	5077.829909
25.150968	0.076811	25.376788	0.062617	25.368723	0.067778	4822.813956
25.142903	0.076811	25.400983	0.070359	25.328398	0.075521	5118.961515
25.183228	0.074230	25.409048	0.066488	25.328398	0.071650	4796.489728
25.142903	0.071650	25.384853	0.065198	25.352593	0.072940	5123.897307
25.167098	0.078102	25.409048	0.070359	25.328398	0.070359	4719.162310
25.150968	0.071650	25.352593	0.063907	25.376788	0.074230	5074.539381
25.159033	0.081973	25.384853	0.066488	25.336463	0.070359	4757.003387
25.142903	0.071650	25.384853	0.066488	25.400983	0.075521	5109.089929
25.142903	0.072940	25.368723	0.061326	25.368723	0.074230	4727.388631
25.175163	0.078102	25.392918	0.066488	25.320333	0.070359	5067.958324
25.126773	0.071650	25.368723	0.070359	25.376788	0.071650	4727.388631
25.167098	0.079392	25.392918	0.071650	25.328398	0.067778	5095.927816
25.159033	0.078102	25.376788	0.067778	25.336463	0.069069	4859.009768
25.134838	0.072940	25.392918	0.076811	25.352593	0.072940	5150.221535
25.142903	0.069069	25.360658	0.070359	25.344528	0.069069	4768.520237
25.175163	0.074230	25.400983	0.063907	25.344528	0.069069	5109.089929
25.183228	0.074230	25.376788	0.054874	25.352593	0.069069	4757.003387
25.134838	0.069069	25.400983	0.072940	25.376788	0.075521	5115.670986
25.175163	0.076811	25.392918	0.070359	25.344528	0.069069	4750.422330
25.150968	0.072940	25.392918	0.066488	25.376788	0.067778	5089.346759
25.142903	0.071650	25.376788	0.066488	25.368723	0.076811	4788.263407
25.150968	0.076811	25.409048	0.063907	25.352593	0.070359	5097.573080
25.150968	0.075521	25.400983	0.065198	25.344528	0.065198	4840.911862
25.150968	0.070359	25.384853	0.066488	25.368723	0.075521	5163.383648
25.183228	0.076811	25.409048	0.067778	25.312268	0.069069	4733.969688
25.126773	0.070359	25.368723	0.063907	25.344528	0.075521	5077.829909
25.134838	0.074230	25.409048	0.069069	25.376788	0.074230	4717.517046
25.159033	0.076811	25.368723	0.065198	25.328398	0.070359	5092.637287
25.142903	0.071650	25.384853	0.069069	25.368723	0.074230	4771.810765
25.167098	0.076811	25.368723	0.066488	25.328398	0.067778	5095.927816
25.134838	0.072940	25.384853	0.062617	25.368723	0.074230	4837.621334
25.159033	0.075521	25.392918	0.067778	25.312268	0.069069	5112.380458
25.142903	0.074230	25.368723	0.063907	25.344528	0.070359	4763.584444
25.159033	0.075521	25.400983	0.069069	25.344528	0.072940	5115.670986
25.159033	0.075521	25.392918	0.067778	25.320333	0.070359	4694.483347
25.134838	0.074230	25.384853	0.065198	25.344528	0.070359	5069.603588
25.159033	0.078102	25.376788	0.063907	25.344528	0.071650	4775.101293
25.150968	0.072940	25.409048	0.066488	25.368723	0.074230	5105.799401
25.175163	0.078102	25.392918	0.066488	25.360658	0.078102	4755.358123
25.142903	0.071650	25.384853	0.066488	25.336463	0.066488	5115.670986
25.142903	0.071650	25.384853	0.065198	25.368723	0.076811	4814.587635
25.183228	0.078102	25.384853	0.066488	25.352593	0.066488	5115.670986
25.142903	0.070359	25.368723	0.071650	25.352593	0.070359	4784.972879
25.175163	0.078102	25.384853	0.070359	25.344528	0.076811	5137.059421
25.159033	0.078102	25.384853	0.062617	25.344528	0.070359	4727.388631
25.126773	0.070359	25.384853	0.070359	25.360658	0.075521	5076.184645
25.159033	0.080682	25.360658	0.066488	25.352593	0.066488	4748.777066
25.150968	0.072940	25.409048	0.066488	25.360658	0.074230	5086.056230
25.142903	0.072940	25.376788	0.062617	25.336463	0.066488	4793.199200
