Flow data
Thursday, March 24, 2022 11:59:59.341
TEMP_SMC1	FLOW_SMC1	TEMP_SMC2	FLOW_SMC2	TEMP_SMC3	FLOW_SMC3	valeur_HT
25.142903	0.071650	25.384853	0.062617	25.328398	0.070359	4895.205581
25.183228	0.075521	25.368723	0.070359	25.376788	0.072940	5125.542571
25.167098	0.074230	25.400983	0.069069	25.336463	0.071650	4816.232899
25.134838	0.074230	25.368723	0.063907	25.368723	0.071650	5127.187836
25.134838	0.074230	25.376788	0.066488	25.368723	0.075521	4850.783447
25.175163	0.075521	25.417113	0.070359	25.344528	0.069069	5155.157327
25.159033	0.078102	25.400983	0.067778	25.336463	0.074230	4834.330805
25.142903	0.072940	25.368723	0.057455	25.376788	0.076811	5133.768892
25.175163	0.076811	25.376788	0.062617	25.344528	0.071650	4849.138183
25.134838	0.070359	25.360658	0.063907	25.360658	0.071650	5110.735193
25.150968	0.079392	25.400983	0.071650	25.368723	0.075521	4903.431902
25.134838	0.070359	25.376788	0.060036	25.336463	0.071650	5161.738384
25.142903	0.074230	25.368723	0.066488	25.368723	0.065198	4868.881354
25.159033	0.074230	25.400983	0.067778	25.352593	0.070359	5137.059421
25.150968	0.080682	25.400983	0.067778	25.344528	0.070359	4834.330805
25.167098	0.071650	25.352593	0.063907	25.344528	0.074230	5132.123628
25.159033	0.074230	25.368723	0.066488	25.344528	0.071650	4799.780257
25.183228	0.078102	25.368723	0.067778	25.384853	0.075521	5099.218344
25.175163	0.074230	25.400983	0.067778	25.352593	0.074230	4844.202390
25.150968	0.071650	25.360658	0.065198	25.352593	0.066488	5155.157327
25.167098	0.075521	25.392918	0.069069	25.368723	0.074230	4742.196009
25.150968	0.070359	25.368723	0.069069	25.360658	0.071650	5105.799401
25.167098	0.074230	25.392918	0.072940	25.360658	0.072940	4867.236090
25.159033	0.074230	25.409048	0.063907	25.360658	0.069069	5168.319441
25.118708	0.069069	25.392918	0.065198	25.384853	0.072940	4916.594016
25.175163	0.078102	25.409048	0.074230	25.344528	0.070359	5158.447856
25.159033	0.075521	25.409048	0.075521	25.352593	0.078102	4768.520237
25.126773	0.072940	25.376788	0.065198	25.328398	0.072940	5107.444665
25.134838	0.074230	25.360658	0.067778	25.344528	0.078102	4758.648651
25.159033	0.076811	25.392918	0.069069	25.328398	0.070359	5100.863608
25.159033	0.072940	25.376788	0.063907	25.368723	0.076811	4738.905481
25.159033	0.078102	25.392918	0.063907	25.344528	0.067778	5072.894116
25.175163	0.072940	25.409048	0.067778	25.360658	0.075521	4781.682350
25.134838	0.074230	25.360658	0.069069	25.328398	0.069069	5112.380458
25.142903	0.072940	25.368723	0.065198	25.368723	0.069069	4829.395013
25.167098	0.071650	25.384853	0.074230	25.360658	0.072940	5140.349949
25.150968	0.071650	25.384853	0.063907	25.336463	0.074230	4725.743367
25.175163	0.076811	25.400983	0.066488	25.368723	0.070359	5097.573080
25.142903	0.072940	25.368723	0.069069	25.344528	0.066488	4778.391822
25.175163	0.080682	25.392918	0.071650	25.360658	0.078102	5112.380458
25.175163	0.074230	25.384853	0.069069	25.360658	0.071650	4804.716049
25.142903	0.074230	25.368723	0.066488	25.328398	0.067778	5107.444665
25.175163	0.070359	25.368723	0.063907	25.376788	0.067778	4860.655033
25.150968	0.080682	25.400983	0.067778	25.312268	0.079392	5125.542571
25.159033	0.079392	25.409048	0.069069	25.344528	0.074230	4803.070785
25.126773	0.075521	25.368723	0.066488	25.328398	0.069069	5114.025722
25.159033	0.075521	25.376788	0.069069	25.400983	0.075521	4743.841273
25.134838	0.072940	25.376788	0.063907	25.320333	0.069069	5076.184645
25.126773	0.075521	25.384853	0.063907	25.352593	0.066488	4822.813956
25.159033	0.078102	25.417113	0.066488	25.376788	0.075521	5146.931006
25.167098	0.076811	25.400983	0.069069	25.384853	0.072940	4832.685541
25.134838	0.074230	25.400983	0.062617	25.360658	0.065198	5104.154137
25.134838	0.071650	25.376788	0.069069	25.336463	0.069069	4850.783447
25.167098	0.075521	25.400983	0.071650	25.376788	0.069069	5133.768892
25.150968	0.069069	25.392918	0.069069	25.376788	0.069069	4776.746558
25.159033	0.075521	25.400983	0.069069	25.352593	0.076811	5156.802591
25.150968	0.076811	25.400983	0.075521	25.368723	0.081973	4844.202390
25.126773	0.071650	25.376788	0.065198	25.328398	0.070359	5145.285742
25.159033	0.075521	25.400983	0.063907	25.352593	0.071650	4753.712859
25.150968	0.071650	25.376788	0.062617	25.384853	0.069069	5087.701494
25.142903	0.074230	25.376788	0.065198	25.336463	0.069069	4903.431902
25.159033	0.071650	25.392918	0.066488	25.344528	0.075521	5178.191026
25.150968	0.069069	25.376788	0.069069	25.344528	0.066488	4844.202390
25.175163	0.074230	25.384853	0.070359	25.360658	0.076811	5112.380458
25.167098	0.071650	25.384853	0.070359	25.360658	0.067778	4766.874972
25.142903	0.075521	25.360658	0.065198	25.352593	0.069069	5100.863608
25.159033	0.075521	25.400983	0.069069	25.368723	0.076811	4896.850845
25.142903	0.070359	25.360658	0.060036	25.344528	0.067778	5140.349949
25.150968	0.071650	25.376788	0.065198	25.352593	0.072940	4860.655033
25.167098	0.070359	25.392918	0.066488	25.336463	0.070359	5141.995214
25.167098	0.076811	25.417113	0.066488	25.368723	0.071650	4784.972879
25.142903	0.074230	25.368723	0.061326	25.368723	0.070359	5100.863608
25.150968	0.076811	25.368723	0.066488	25.368723	0.071650	4842.557126
25.159033	0.070359	25.376788	0.070359	25.336463	0.069069	5160.093120
25.142903	0.072940	25.360658	0.062617	25.344528	0.074230	4773.456029
25.175163	0.076811	25.392918	0.071650	25.368723	0.067778	5071.248852
25.142903	0.075521	25.376788	0.065198	25.312268	0.072940	4850.783447
25.175163	0.075521	25.400983	0.067778	25.360658	0.070359	5140.349949
25.126773	0.072940	25.360658	0.065198	25.344528	0.074230	4919.884544
25.150968	0.076811	25.384853	0.067778	25.368723	0.070359	5188.062612
25.159033	0.078102	25.392918	0.067778	25.368723	0.071650	4842.557126
25.126773	0.075521	25.344528	0.063907	25.352593	0.071650	5114.025722
25.167098	0.078102	25.409048	0.069069	25.352593	0.074230	4755.358123
25.126773	0.074230	25.376788	0.065198	25.336463	0.072940	5107.444665
25.167098	0.075521	25.392918	0.076811	25.368723	0.074230	4786.618143
25.150968	0.074230	25.360658	0.063907	25.336463	0.071650	5122.252043
25.159033	0.075521	25.384853	0.066488	25.368723	0.072940	4740.550745
25.150968	0.070359	25.360658	0.062617	25.328398	0.067778	5064.667795
25.150968	0.072940	25.384853	0.065198	25.352593	0.074230	4798.134992
25.150968	0.070359	25.368723	0.065198	25.336463	0.071650	5105.799401
25.167098	0.078102	25.384853	0.067778	25.360658	0.072940	4906.722431
25.150968	0.074230	25.368723	0.063907	25.336463	0.070359	5168.319441
25.150968	0.071650	25.376788	0.062617	25.352593	0.072940	4880.398203
25.142903	0.069069	25.384853	0.069069	25.336463	0.069069	5145.285742
25.142903	0.074230	25.368723	0.063907	25.344528	0.070359	4910.012959
25.159033	0.075521	25.400983	0.072940	25.368723	0.071650	5163.383648
25.175163	0.075521	25.400983	0.067778	25.360658	0.075521	4885.333996
25.126773	0.071650	25.360658	0.065198	25.344528	0.072940	5133.768892
25.150968	0.072940	25.384853	0.069069	25.360658	0.072940	4766.874972
25.126773	0.072940	25.360658	0.066488	25.328398	0.069069	5097.573080
25.183228	0.080682	25.417113	0.063907	25.376788	0.076811	4867.236090
25.142903	0.070359	25.376788	0.066488	25.336463	0.069069	5120.606779
25.134838	0.071650	25.360658	0.065198	25.336463	0.070359	4821.168691
25.175163	0.079392	25.409048	0.066488	25.360658	0.070359	5130.478364
25.159033	0.078102	25.400983	0.069069	25.328398	0.067778	4789.908671
25.142903	0.069069	25.368723	0.061326	25.344528	0.074230	5110.735193
25.150968	0.076811	25.400983	0.065198	25.368723	0.074230	4816.232899
25.142903	0.070359	25.376788	0.065198	25.352593	0.070359	5115.670986
25.150968	0.071650	25.400983	0.066488	25.344528	0.070359	4849.138183
25.159033	0.080682	25.392918	0.066488	25.352593	0.074230	5153.512063
25.167098	0.076811	25.392918	0.067778	25.352593	0.071650	4757.003387
25.134838	0.070359	25.376788	0.066488	25.376788	0.075521	5099.218344
25.134838	0.072940	25.360658	0.061326	25.360658	0.070359	4840.911862
25.175163	0.076811	25.400983	0.067778	25.352593	0.069069	5118.961515
25.150968	0.071650	25.352593	0.067778	25.360658	0.074230	4905.077166
25.159033	0.076811	25.409048	0.070359	25.328398	0.069069	5123.897307
25.159033	0.074230	25.400983	0.069069	25.384853	0.076811	4821.168691
25.126773	0.075521	25.376788	0.061326	25.336463	0.070359	5117.316250
25.167098	0.072940	25.417113	0.063907	25.376788	0.074230	4786.618143
25.142903	0.069069	25.392918	0.062617	25.352593	0.067778	5115.670986
25.150968	0.072940	25.392918	0.063907	25.360658	0.067778	4808.006578
25.167098	0.075521	25.400983	0.063907	25.344528	0.076811	5094.282551
25.175163	0.075521	25.400983	0.069069	25.376788	0.070359	4776.746558
25.150968	0.069069	25.376788	0.065198	25.360658	0.069069	5100.863608
25.134838	0.076811	25.376788	0.066488	25.368723	0.071650	4844.202390
25.175163	0.079392	25.400983	0.067778	25.336463	0.070359	5133.768892
25.126773	0.071650	25.368723	0.067778	25.312268	0.066488	4776.746558
25.142903	0.076811	25.384853	0.062617	25.368723	0.075521	5122.252043
25.167098	0.075521	25.376788	0.067778	25.360658	0.072940	4812.942370
25.150968	0.076811	25.392918	0.072940	25.328398	0.072940	5128.833100
25.126773	0.075521	25.384853	0.063907	25.360658	0.075521	4811.297106
25.167098	0.071650	25.400983	0.069069	25.336463	0.065198	5120.606779
25.126773	0.071650	25.392918	0.065198	25.352593	0.069069	4771.810765
25.175163	0.075521	25.417113	0.074230	25.376788	0.067778	5104.154137
25.134838	0.074230	25.368723	0.065198	25.368723	0.074230	4773.456029
25.175163	0.075521	25.400983	0.066488	25.336463	0.065198	5112.380458
25.142903	0.074230	25.417113	0.063907	25.336463	0.070359	4793.199200
25.159033	0.078102	25.360658	0.065198	25.352593	0.074230	5138.704685
25.150968	0.069069	25.409048	0.070359	25.336463	0.076811	4760.293915
25.175163	0.076811	25.368723	0.061326	25.360658	0.074230	5107.444665
25.150968	0.078102	25.360658	0.063907	25.376788	0.074230	4844.202390
25.134838	0.072940	25.376788	0.066488	25.368723	0.070359	5145.285742
25.175163	0.076811	25.376788	0.063907	25.352593	0.074230	4750.422330
25.142903	0.070359	25.392918	0.066488	25.336463	0.071650	5071.248852
25.134838	0.072940	25.384853	0.060036	25.360658	0.071650	4766.874972
25.175163	0.075521	25.400983	0.070359	25.344528	0.067778	5105.799401
25.142903	0.071650	25.384853	0.062617	25.368723	0.074230	4765.229708
25.175163	0.076811	25.409048	0.070359	25.336463	0.066488	5123.897307
25.167098	0.071650	25.400983	0.070359	25.360658	0.069069	4763.584444
25.167098	0.076811	25.368723	0.063907	25.384853	0.074230	5089.346759
25.150968	0.071650	25.376788	0.070359	25.368723	0.075521	4877.107675
25.159033	0.078102	25.392918	0.067778	25.344528	0.067778	5176.545762
25.167098	0.070359	25.392918	0.063907	25.344528	0.070359	4809.651842
25.150968	0.079392	25.368723	0.065198	25.352593	0.074230	5102.508872
25.159033	0.070359	25.360658	0.063907	25.344528	0.072940	4816.232899
25.175163	0.078102	25.392918	0.069069	25.344528	0.065198	5125.542571
25.126773	0.070359	25.400983	0.069069	25.344528	0.072940	4827.749748
25.167098	0.075521	25.376788	0.063907	25.368723	0.071650	5125.542571
25.142903	0.074230	25.400983	0.074230	25.336463	0.069069	4745.486538
25.150968	0.072940	25.376788	0.063907	25.368723	0.072940	5107.444665
25.167098	0.074230	25.384853	0.067778	25.352593	0.067778	4885.333996
25.142903	0.075521	25.360658	0.063907	25.368723	0.072940	5132.123628
25.175163	0.072940	25.368723	0.065198	25.320333	0.072940	4832.685541
25.142903	0.071650	25.368723	0.069069	25.352593	0.075521	5114.025722
25.142903	0.071650	25.384853	0.069069	25.352593	0.078102	4814.587635
25.150968	0.075521	25.376788	0.063907	25.368723	0.069069	5114.025722
25.142903	0.076811	25.376788	0.066488	25.376788	0.071650	4811.297106
25.159033	0.071650	25.417113	0.065198	25.344528	0.067778	5137.059421
25.159033	0.074230	25.392918	0.067778	25.344528	0.072940	4859.009768
25.159033	0.078102	25.368723	0.062617	25.368723	0.069069	5123.897307
25.150968	0.075521	25.392918	0.067778	25.320333	0.066488	4760.293915
25.142903	0.071650	25.376788	0.069069	25.360658	0.079392	5132.123628
25.142903	0.074230	25.384853	0.069069	25.352593	0.069069	4827.749748
25.167098	0.072940	25.409048	0.061326	25.320333	0.074230	5114.025722
25.126773	0.072940	25.384853	0.075521	25.376788	0.074230	4926.465601
25.159033	0.078102	25.368723	0.065198	25.336463	0.071650	5145.285742
25.150968	0.080682	25.368723	0.063907	25.320333	0.067778	4817.878163
25.159033	0.075521	25.400983	0.069069	25.352593	0.074230	5097.573080
25.159033	0.078102	25.376788	0.061326	25.328398	0.071650	4875.462411
25.150968	0.070359	25.368723	0.070359	25.376788	0.079392	5150.221535
25.167098	0.076811	25.400983	0.067778	25.352593	0.075521	4900.141374
25.142903	0.074230	25.376788	0.066488	25.392918	0.076811	5178.191026
25.159033	0.078102	25.409048	0.066488	25.336463	0.069069	4742.196009
25.134838	0.075521	25.384853	0.067778	25.360658	0.070359	5072.894116
25.150968	0.072940	25.384853	0.067778	25.344528	0.074230	4837.621334
25.175163	0.079392	25.425179	0.062617	25.352593	0.069069	5141.995214
25.150968	0.074230	25.352593	0.069069	25.376788	0.075521	4913.303488
25.159033	0.079392	25.409048	0.069069	25.328398	0.070359	5140.349949
25.142903	0.074230	25.376788	0.067778	25.368723	0.071650	4743.841273
25.175163	0.076811	25.400983	0.067778	25.344528	0.070359	5094.282551
25.159033	0.075521	25.409048	0.066488	25.360658	0.070359	4821.168691
25.134838	0.075521	25.384853	0.063907	25.352593	0.074230	5122.252043
25.167098	0.075521	25.400983	0.067778	25.304203	0.067778	4898.496110
25.142903	0.071650	25.376788	0.066488	25.368723	0.074230	5123.897307
25.150968	0.071650	25.392918	0.067778	25.368723	0.072940	4832.685541
25.167098	0.076811	25.376788	0.065198	25.328398	0.069069	5105.799401
25.142903	0.070359	25.368723	0.071650	25.384853	0.076811	4868.881354
25.167098	0.075521	25.400983	0.065198	25.336463	0.070359	5135.414157
25.175163	0.076811	25.400983	0.067778	25.352593	0.076811	4809.651842
25.134838	0.074230	25.360658	0.062617	25.344528	0.069069	5099.218344
25.150968	0.075521	25.384853	0.061326	25.320333	0.067778	4784.972879
25.183228	0.075521	25.392918	0.071650	25.344528	0.072940	5095.927816
25.142903	0.072940	25.417113	0.067778	25.360658	0.076811	4832.685541
25.159033	0.078102	25.384853	0.061326	25.328398	0.069069	5122.252043
25.134838	0.074230	25.392918	0.069069	25.368723	0.069069	4900.141374
25.167098	0.074230	25.376788	0.063907	25.320333	0.069069	5137.059421
25.134838	0.076811	25.400983	0.066488	25.368723	0.072940	4748.777066
25.159033	0.076811	25.376788	0.058745	25.336463	0.069069	5089.346759
25.183228	0.078102	25.360658	0.065198	25.328398	0.066488	4829.395013
25.142903	0.072940	25.368723	0.070359	25.368723	0.075521	5127.187836
25.167098	0.072940	25.425179	0.066488	25.336463	0.067778	4886.979260
25.142903	0.071650	25.376788	0.071650	25.392918	0.075521	5123.897307
25.167098	0.079392	25.392918	0.063907	25.352593	0.065198	4727.388631
25.142903	0.072940	25.368723	0.061326	25.360658	0.074230	5097.573080
25.150968	0.071650	25.384853	0.071650	25.344528	0.071650	4862.300297
25.159033	0.078102	25.376788	0.065198	25.344528	0.070359	5151.866799
25.167098	0.070359	25.392918	0.071650	25.376788	0.072940	4789.908671
25.126773	0.072940	25.360658	0.063907	25.344528	0.069069	5076.184645
25.175163	0.076811	25.376788	0.065198	25.336463	0.069069	4775.101293
25.150968	0.071650	25.400983	0.067778	25.376788	0.074230	5140.349949
25.167098	0.074230	25.392918	0.066488	25.344528	0.075521	4886.979260
25.150968	0.072940	25.376788	0.063907	25.344528	0.069069	5141.995214
25.142903	0.070359	25.360658	0.066488	25.328398	0.063907	4806.361314
25.159033	0.076811	25.392918	0.066488	25.368723	0.074230	5137.059421
25.167098	0.076811	25.368723	0.062617	25.368723	0.066488	4860.655033
25.142903	0.074230	25.409048	0.069069	25.368723	0.071650	5153.512063
25.159033	0.071650	25.384853	0.061326	25.352593	0.070359	4832.685541
25.167098	0.075521	25.409048	0.069069	25.344528	0.069069	5118.961515
25.134838	0.075521	25.376788	0.062617	25.336463	0.067778	4870.526618
25.159033	0.075521	25.409048	0.066488	25.360658	0.075521	5125.542571
25.159033	0.072940	25.368723	0.063907	25.344528	0.066488	4872.171882
25.175163	0.069069	25.409048	0.067778	25.352593	0.071650	5122.252043
25.150968	0.074230	25.392918	0.062617	25.328398	0.072940	4911.658223
25.134838	0.070359	25.400983	0.065198	25.368723	0.074230	5148.576270
25.142903	0.072940	25.368723	0.065198	25.344528	0.066488	4791.553936
25.183228	0.075521	25.392918	0.063907	25.352593	0.074230	5100.863608
25.175163	0.072940	25.409048	0.065198	25.384853	0.071650	4796.489728
25.134838	0.071650	25.384853	0.062617	25.328398	0.071650	5110.735193
25.175163	0.072940	25.368723	0.061326	25.352593	0.067778	4822.813956
25.159033	0.071650	25.392918	0.066488	25.376788	0.069069	5107.444665
25.150968	0.072940	25.384853	0.066488	25.360658	0.070359	4780.037086
25.159033	0.072940	25.368723	0.065198	25.352593	0.076811	5120.606779
25.142903	0.072940	25.400983	0.070359	25.360658	0.075521	4918.239280
25.175163	0.076811	25.384853	0.065198	25.336463	0.069069	5143.640478
25.118708	0.071650	25.409048	0.067778	25.344528	0.070359	4911.658223
25.150968	0.076811	25.392918	0.065198	25.352593	0.071650	5127.187836
25.126773	0.070359	25.384853	0.070359	25.368723	0.069069	4862.300297
25.175163	0.076811	25.376788	0.063907	25.352593	0.075521	5132.123628
25.167098	0.074230	25.417113	0.067778	25.376788	0.075521	4801.425521
25.134838	0.074230	25.376788	0.066488	25.328398	0.063907	5115.670986
25.134838	0.071650	25.400983	0.067778	25.368723	0.070359	4885.333996
25.150968	0.078102	25.360658	0.066488	25.336463	0.072940	5141.995214
25.134838	0.071650	25.392918	0.066488	25.368723	0.076811	4775.101293
25.159033	0.078102	25.376788	0.060036	25.336463	0.075521	5123.897307
25.142903	0.071650	25.409048	0.066488	25.344528	0.072940	4877.107675
25.175163	0.076811	25.376788	0.065198	25.344528	0.071650	5137.059421
25.134838	0.072940	25.392918	0.067778	25.384853	0.071650	4794.844464
25.150968	0.076811	25.368723	0.063907	25.360658	0.069069	5135.414157
25.167098	0.078102	25.384853	0.061326	25.360658	0.071650	4789.908671
25.134838	0.070359	25.409048	0.069069	25.336463	0.071650	5114.025722
25.159033	0.078102	25.360658	0.065198	25.352593	0.069069	4808.006578
25.118708	0.072940	25.400983	0.069069	25.384853	0.075521	5130.478364
25.167098	0.078102	25.384853	0.061326	25.352593	0.071650	4883.688732
25.142903	0.075521	25.392918	0.066488	25.368723	0.069069	5148.576270
25.167098	0.075521	25.400983	0.062617	25.368723	0.072940	4877.107675
25.150968	0.074230	25.376788	0.070359	25.352593	0.070359	5133.768892
25.150968	0.080682	25.376788	0.071650	25.328398	0.074230	4911.658223
25.126773	0.072940	25.409048	0.069069	25.352593	0.070359	5163.383648
25.142903	0.069069	25.384853	0.065198	25.344528	0.069069	4831.040277
25.159033	0.074230	25.400983	0.061326	25.368723	0.072940	5115.670986
25.167098	0.074230	25.384853	0.065198	25.368723	0.074230	4822.813956
25.134838	0.072940	25.400983	0.071650	25.360658	0.069069	5107.444665
25.142903	0.076811	25.368723	0.066488	25.328398	0.067778	4816.232899
25.167098	0.072940	25.392918	0.069069	25.384853	0.075521	5127.187836
25.134838	0.072940	25.384853	0.069069	25.352593	0.066488	4793.199200
25.159033	0.078102	25.376788	0.060036	25.360658	0.072940	5077.829909
25.175163	0.078102	25.392918	0.065198	25.344528	0.070359	4793.199200
25.142903	0.070359	25.376788	0.070359	25.328398	0.074230	5117.316250
25.150968	0.072940	25.376788	0.067778	25.352593	0.069069	4839.266598
25.175163	0.074230	25.384853	0.063907	25.352593	0.069069	5141.995214
25.150968	0.070359	25.368723	0.066488	25.336463	0.070359	4870.526618
25.167098	0.079392	25.400983	0.065198	25.352593	0.074230	5128.833100
25.159033	0.079392	25.400983	0.065198	25.344528	0.078102	4812.942370
25.142903	0.072940	25.368723	0.069069	25.352593	0.066488	5107.444665
25.126773	0.070359	25.400983	0.066488	25.336463	0.071650	4859.009768
25.183228	0.079392	25.368723	0.063907	25.376788	0.067778	5141.995214
25.150968	0.074230	25.392918	0.069069	25.328398	0.070359	4761.939180
25.159033	0.072940	25.384853	0.063907	25.336463	0.072940	5092.637287
25.159033	0.079392	25.384853	0.062617	25.336463	0.071650	4832.685541
25.175163	0.071650	25.392918	0.067778	25.328398	0.072940	5112.380458
25.142903	0.072940	25.360658	0.067778	25.328398	0.070359	4799.780257
25.159033	0.078102	25.368723	0.062617	25.352593	0.070359	5135.414157
25.159033	0.074230	25.376788	0.063907	25.352593	0.076811	4834.330805
25.142903	0.072940	25.409048	0.069069	25.336463	0.069069	5097.573080
25.134838	0.071650	25.400983	0.071650	25.328398	0.076811	4786.618143
25.167098	0.074230	25.376788	0.060036	25.352593	0.076811	5127.187836
25.150968	0.075521	25.368723	0.066488	25.368723	0.072940	4865.590825
25.142903	0.074230	25.392918	0.070359	25.336463	0.076811	5130.478364
25.134838	0.072940	25.392918	0.067778	25.320333	0.070359	4778.391822
25.175163	0.079392	25.368723	0.067778	25.360658	0.076811	5110.735193
25.167098	0.078102	25.368723	0.061326	25.376788	0.075521	4748.777066
25.150968	0.074230	25.376788	0.069069	25.336463	0.069069	5097.573080
25.134838	0.072940	25.409048	0.063907	25.328398	0.069069	4824.459220
25.159033	0.076811	25.376788	0.061326	25.360658	0.075521	5117.316250
25.118708	0.075521	25.392918	0.066488	25.344528	0.067778	4837.621334
25.167098	0.075521	25.368723	0.069069	25.392918	0.074230	5112.380458
25.150968	0.075521	25.400983	0.069069	25.320333	0.067778	4946.208772
25.183228	0.076811	25.376788	0.065198	25.368723	0.078102	5169.964705
25.142903	0.075521	25.384853	0.063907	25.360658	0.074230	4812.942370
25.142903	0.072940	25.400983	0.069069	25.336463	0.065198	5122.252043
25.167098	0.075521	25.409048	0.067778	25.328398	0.070359	4855.719240
25.134838	0.076811	25.368723	0.065198	25.352593	0.071650	5130.478364
25.150968	0.076811	25.376788	0.065198	25.368723	0.071650	4832.685541
25.142903	0.070359	25.417113	0.070359	25.336463	0.069069	5137.059421
25.150968	0.072940	25.384853	0.069069	25.328398	0.072940	4824.459220
25.183228	0.074230	25.392918	0.061326	25.376788	0.074230	5138.704685
25.142903	0.072940	25.400983	0.067778	25.328398	0.065198	4834.330805
25.159033	0.076811	25.360658	0.065198	25.368723	0.076811	5114.025722
25.167098	0.078102	25.376788	0.065198	25.344528	0.071650	4824.459220
25.142903	0.071650	25.360658	0.069069	25.336463	0.070359	5169.964705
25.150968	0.074230	25.368723	0.067778	25.344528	0.072940	4817.878163
25.134838	0.072940	25.392918	0.065198	25.344528	0.071650	5090.992023
25.134838	0.069069	25.384853	0.063907	25.360658	0.072940	4757.003387
25.167098	0.072940	25.392918	0.070359	25.352593	0.074230	5095.927816
25.150968	0.075521	25.392918	0.067778	25.376788	0.070359	4888.624524
25.175163	0.070359	25.409048	0.071650	25.336463	0.070359	5135.414157
25.142903	0.071650	25.392918	0.069069	25.328398	0.074230	4798.134992
25.167098	0.076811	25.368723	0.066488	25.368723	0.074230	5128.833100
25.134838	0.072940	25.400983	0.066488	25.328398	0.071650	4765.229708
25.159033	0.075521	25.360658	0.063907	25.352593	0.072940	5123.897307
25.159033	0.075521	25.384853	0.066488	25.376788	0.075521	4839.266598
25.150968	0.069069	25.400983	0.071650	25.344528	0.074230	5123.897307
25.167098	0.075521	25.376788	0.067778	25.368723	0.071650	4765.229708
25.142903	0.075521	25.400983	0.070359	25.328398	0.071650	5115.670986
25.142903	0.074230	25.392918	0.067778	25.352593	0.079392	4786.618143
25.134838	0.072940	25.400983	0.072940	25.336463	0.071650	5143.640478
25.167098	0.076811	25.376788	0.062617	25.368723	0.072940	4868.881354
25.150968	0.070359	25.400983	0.066488	25.352593	0.070359	5120.606779
25.167098	0.074230	25.352593	0.066488	25.352593	0.071650	4842.557126
25.159033	0.067778	25.409048	0.070359	25.336463	0.078102	5156.802591
25.167098	0.075521	25.368723	0.063907	25.344528	0.069069	4923.175073
25.126773	0.075521	25.376788	0.065198	25.376788	0.072940	5160.093120
25.142903	0.074230	25.400983	0.069069	25.336463	0.070359	4875.462411
25.159033	0.075521	25.392918	0.062617	25.368723	0.071650	5165.028913
25.167098	0.079392	25.384853	0.065198	25.352593	0.070359	4765.229708
25.126773	0.071650	25.384853	0.069069	25.352593	0.071650	5082.765702
25.167098	0.075521	25.376788	0.066488	25.352593	0.072940	4831.040277
25.142903	0.071650	25.400983	0.070359	25.336463	0.074230	5138.704685
25.134838	0.075521	25.400983	0.074230	25.320333	0.072940	4801.425521
25.167098	0.072940	25.360658	0.069069	25.360658	0.071650	5107.444665
25.159033	0.071650	25.392918	0.066488	25.336463	0.070359	4757.003387
25.175163	0.074230	25.368723	0.066488	25.360658	0.072940	5135.414157
25.159033	0.075521	25.433244	0.065198	25.336463	0.069069	4804.716049
25.150968	0.075521	25.384853	0.066488	25.352593	0.067778	5146.931006
25.150968	0.071650	25.384853	0.066488	25.344528	0.069069	4860.655033
25.167098	0.071650	25.376788	0.074230	25.368723	0.075521	5130.478364
25.142903	0.071650	25.400983	0.067778	25.336463	0.072940	4886.979260
25.159033	0.076811	25.376788	0.066488	25.336463	0.078102	5181.481555
25.159033	0.075521	25.384853	0.063907	25.336463	0.071650	4835.976069
25.150968	0.070359	25.400983	0.069069	25.376788	0.075521	5137.059421
25.126773	0.072940	25.392918	0.066488	25.368723	0.071650	4811.297106
25.167098	0.076811	25.368723	0.061326	25.336463	0.070359	5118.961515
25.150968	0.074230	25.400983	0.069069	25.368723	0.072940	4783.327615
25.191293	0.074230	25.368723	0.066488	25.336463	0.067778	5100.863608
25.150968	0.070359	25.400983	0.069069	25.360658	0.075521	4893.560317
25.159033	0.075521	25.384853	0.062617	25.344528	0.074230	5143.640478
25.142903	0.071650	25.409048	0.069069	25.352593	0.075521	4886.979260
25.175163	0.075521	25.368723	0.062617	25.360658	0.075521	5163.383648
25.150968	0.070359	25.400983	0.072940	25.352593	0.079392	4776.746558
25.159033	0.074230	25.384853	0.067778	25.336463	0.069069	5104.154137
25.126773	0.072940	25.384853	0.071650	25.368723	0.079392	4903.431902
25.159033	0.074230	25.376788	0.061326	25.344528	0.069069	5151.866799
25.159033	0.072940	25.392918	0.069069	25.368723	0.076811	4752.067594
25.167098	0.075521	25.384853	0.062617	25.360658	0.069069	5071.248852
25.134838	0.071650	25.400983	0.069069	25.376788	0.075521	4793.199200
25.159033	0.078102	25.384853	0.066488	25.368723	0.067778	5100.863608
25.175163	0.076811	25.368723	0.063907	25.328398	0.066488	4822.813956
25.126773	0.075521	25.392918	0.069069	25.336463	0.076811	5107.444665
25.167098	0.071650	25.400983	0.070359	25.352593	0.063907	4812.942370
25.167098	0.074230	25.376788	0.063907	25.376788	0.071650	5125.542571
25.167098	0.078102	25.368723	0.062617	25.352593	0.065198	4812.942370
25.142903	0.074230	25.392918	0.071650	25.376788	0.072940	5132.123628
25.126773	0.072940	25.409048	0.067778	25.360658	0.072940	4832.685541
25.175163	0.074230	25.400983	0.067778	25.304203	0.070359	5112.380458
25.142903	0.072940	25.376788	0.074230	25.368723	0.080682	4882.043467
25.167098	0.079392	25.376788	0.063907	25.368723	0.067778	5173.255234
