Puissance depolar
12-05-2022 12:06:35.280
Date	Time	Puissance depolar
12-05-2022 12:06:36.166	82	0.000000
12-05-2022 12:06:37.168	1083	0.000000
12-05-2022 12:06:38.168	2083	0.000000
12-05-2022 12:06:39.167	3083	0.009762
12-05-2022 12:06:40.167	4083	0.009762
12-05-2022 12:06:41.168	5083	0.008382
12-05-2022 12:06:42.167	6083	0.007966
12-05-2022 12:06:43.168	7083	0.007254
12-05-2022 12:06:44.168	8083	0.010073
12-05-2022 12:06:45.167	9083	0.008001
12-05-2022 12:06:46.168	10084	0.008289
12-05-2022 12:06:47.170	11085	0.008838
12-05-2022 12:06:48.170	12085	0.008138
12-05-2022 12:06:49.170	13085	0.009558
12-05-2022 12:06:50.169	14085	0.010107
12-05-2022 12:06:51.170	15085	0.008931
12-05-2022 12:06:52.169	16085	0.007189
12-05-2022 12:06:53.169	17085	0.007941
12-05-2022 12:06:54.169	18085	0.008248
12-05-2022 12:06:55.170	19085	0.008988
12-05-2022 12:06:56.171	20086	0.007786
