Energie IR
12-05-2022 13:01:06.111
Date	Time	Energie IR
12-05-2022 13:01:07.058	20	0.000000
12-05-2022 13:01:08.058	1020	0.000000
12-05-2022 13:01:09.058	2020	0.000000
12-05-2022 13:01:10.058	3020	25.693190
12-05-2022 13:01:11.058	4020	25.798310
12-05-2022 13:01:12.058	5021	25.573060
12-05-2022 13:01:13.059	6021	25.798310
12-05-2022 13:01:14.059	7021	26.038570
12-05-2022 13:01:15.059	8022	25.798310
12-05-2022 13:01:16.061	9023	25.573060
12-05-2022 13:01:17.061	10023	25.798310
12-05-2022 13:01:18.061	11023	26.038570
12-05-2022 13:01:19.061	12023	26.038570
12-05-2022 13:01:20.062	13024	26.038570
12-05-2022 13:01:21.062	14024	25.918440
12-05-2022 13:01:22.062	15024	25.693190
12-05-2022 13:01:23.062	16024	26.038570
12-05-2022 13:01:24.063	17025	25.693190
12-05-2022 13:01:25.063	18025	25.798310
12-05-2022 13:01:26.063	19025	25.918440
12-05-2022 13:01:27.063	20025	26.158700
12-05-2022 13:01:28.063	21025	25.573060
12-05-2022 13:01:29.063	22025	25.693190
12-05-2022 13:01:30.063	23025	25.693190
12-05-2022 13:01:31.063	24025	25.918440
