Puissance depolar (W)
12-05-2022 13:01:06.088
Date	Time	Mean	Sigma	Max	Min	Rapport
12-05-2022 13:01:18.061	11023	0.857574	0.284533	0.961615	0.000000	33.178809
12-05-2022 13:01:30.063	23025	0.845751	0.280536	0.937953	0.000000	33.170082
