Energie UV (mJ)
12-05-2022 13:01:06.069
Date	Time	Mean	Sigma	Max	Min	Rapport
12-05-2022 13:01:18.061	11023	0.000000	0.000000	0.000000	0.000000	NaN
12-05-2022 13:01:30.063	23025	0.000000	0.000000	0.000000	0.000000	NaN
