Energie UV
12-05-2022 13:01:06.058
Date	Time	Energie UV
12-05-2022 13:01:07.058	20	0.000000
12-05-2022 13:01:08.058	1020	0.000000
12-05-2022 13:01:09.058	2020	0.000000
12-05-2022 13:01:10.058	3020	0.000000
12-05-2022 13:01:11.058	4020	0.000000
12-05-2022 13:01:12.058	5021	0.000000
12-05-2022 13:01:13.059	6021	0.000000
12-05-2022 13:01:14.059	7021	0.000000
12-05-2022 13:01:15.059	8022	0.000000
12-05-2022 13:01:16.061	9023	0.000000
12-05-2022 13:01:17.061	10023	0.000000
12-05-2022 13:01:18.061	11023	0.000000
12-05-2022 13:01:19.061	12023	0.000000
12-05-2022 13:01:20.062	13024	0.000000
12-05-2022 13:01:21.062	14024	0.000000
12-05-2022 13:01:22.062	15024	0.000000
12-05-2022 13:01:23.062	16024	0.000000
12-05-2022 13:01:24.063	17025	0.000000
12-05-2022 13:01:25.063	18025	0.000000
12-05-2022 13:01:26.063	19025	0.000000
12-05-2022 13:01:27.063	20025	0.000000
12-05-2022 13:01:28.063	21025	0.000000
12-05-2022 13:01:29.063	22025	0.000000
12-05-2022 13:01:30.063	23025	0.000000
12-05-2022 13:01:31.063	24025	0.000000
