Energie IR
13-05-2022 09:09:53.050
Date	Time	Energie IR
13-05-2022 09:09:53.987	38	0.000000
13-05-2022 09:09:54.987	1038	0.000000
13-05-2022 09:09:55.988	2038	0.000000
13-05-2022 09:09:56.989	3039	0.000000
13-05-2022 09:09:57.989	4039	0.000000
13-05-2022 09:09:58.989	5039	0.000000
13-05-2022 09:09:59.990	6040	0.000000
13-05-2022 09:10:00.989	7040	0.000000
13-05-2022 09:10:01.990	8041	0.000000
13-05-2022 09:10:02.991	9042	0.000000
13-05-2022 09:10:03.991	10042	0.000000
13-05-2022 09:10:04.992	11042	0.000000
13-05-2022 09:10:05.991	12042	0.000000
13-05-2022 09:10:06.991	13042	0.000000
13-05-2022 09:10:07.992	14042	0.000000
13-05-2022 09:10:08.992	15043	0.000000
13-05-2022 09:10:09.993	16043	0.000000
13-05-2022 09:10:10.994	17044	0.000000
13-05-2022 09:10:11.995	18045	0.000000
13-05-2022 09:10:12.996	19046	0.000000
13-05-2022 09:10:13.995	20046	0.000000
13-05-2022 09:10:14.996	21047	0.000000
13-05-2022 09:10:15.996	22047	0.000000
13-05-2022 09:10:16.997	23048	0.000000
13-05-2022 09:10:17.998	24048	0.000000
13-05-2022 09:10:18.998	25049	0.000000
13-05-2022 09:10:19.999	26050	0.000000
13-05-2022 09:10:20.999	27050	0.000000
13-05-2022 09:10:22.000	28050	0.000000
13-05-2022 09:10:22.999	29050	0.000000
13-05-2022 09:10:23.999	30050	0.000000
13-05-2022 09:10:25.001	31052	0.000000
13-05-2022 09:10:26.002	32052	0.000000
13-05-2022 09:10:27.003	33053	0.000000
13-05-2022 09:10:28.003	34053	0.000000
13-05-2022 09:10:29.003	35054	0.000000
13-05-2022 09:10:30.003	36054	0.000000
13-05-2022 09:10:31.003	37054	0.000000
13-05-2022 09:10:32.003	38054	0.000000
13-05-2022 09:10:33.003	39054	0.000000
13-05-2022 09:10:34.004	40055	0.000000
13-05-2022 09:10:35.005	41056	0.000000
13-05-2022 09:10:36.006	42056	0.000000
