Energie UV
13-05-2022 10:30:58.683
Date	Time	Energie UV
13-05-2022 10:30:59.818	137	0.000000
13-05-2022 10:31:00.819	1138	0.000000
13-05-2022 10:31:01.820	2138	0.000000
13-05-2022 10:31:02.821	3139	0.000000
13-05-2022 10:31:03.821	4140	0.000000
13-05-2022 10:31:04.821	5140	0.000000
13-05-2022 10:31:05.821	6140	0.000000
13-05-2022 10:31:06.822	7141	0.000000
13-05-2022 10:31:07.822	8141	0.000000
13-05-2022 10:31:08.823	9142	0.000000
13-05-2022 10:31:09.824	10143	0.000000
13-05-2022 10:31:10.824	11143	0.000000
13-05-2022 10:31:11.824	12143	0.000000
13-05-2022 10:31:12.824	13143	0.000000
13-05-2022 10:31:13.824	14143	0.000000
13-05-2022 10:31:14.824	15143	0.000000
13-05-2022 10:31:15.824	16143	0.000000
13-05-2022 10:31:16.824	17143	0.000000
13-05-2022 10:31:17.824	18143	0.000000
13-05-2022 10:31:18.824	19143	0.000000
13-05-2022 10:31:19.824	20143	0.000000
13-05-2022 10:31:20.824	21143	0.000000
13-05-2022 10:31:21.824	22143	0.000000
13-05-2022 10:31:22.825	23144	0.000000
13-05-2022 10:31:23.826	24144	0.000000
13-05-2022 10:31:24.827	25145	0.000000
13-05-2022 10:31:25.826	26145	0.000000
13-05-2022 10:31:26.827	27146	0.000000
13-05-2022 10:31:29.338
