Energie UV (mJ)
13-05-2022 10:30:58.696
Date	Time	Mean	Sigma	Max	Min	Rapport
13-05-2022 10:31:10.831	11150	0.000000	0.000000	0.000000	0.000000	NaN
13-05-2022 10:31:22.987	23306	0.000000	0.000000	0.000000	0.000000	NaN
13-05-2022 10:31:29.338
