Energie UV
12-05-2022 12:57:27.849
Date	Time	Energie UV
12-05-2022 12:57:37.698	193	0.000000
12-05-2022 12:57:38.699	1194	0.000000
12-05-2022 12:57:39.698	2194	0.000000
12-05-2022 12:57:40.699	3194	0.000000
12-05-2022 12:57:41.698	4194	0.000000
12-05-2022 12:57:42.698	5194	0.000000
12-05-2022 12:57:43.700	6195	0.000000
12-05-2022 12:57:44.699	7195	0.000000
12-05-2022 12:57:45.701	8196	0.000000
12-05-2022 12:57:46.701	9197	0.000000
12-05-2022 12:57:47.702	10197	0.000000
12-05-2022 12:57:48.702	11197	0.000000
12-05-2022 12:57:49.701	12197	0.000000
12-05-2022 12:57:50.702	13197	0.000000
12-05-2022 12:57:51.703	14198	0.000000
12-05-2022 12:57:52.703	15199	0.000000
12-05-2022 12:57:53.705	16200	0.000000
12-05-2022 12:57:54.705	17200	0.000000
12-05-2022 12:57:55.705	18200	0.000000
12-05-2022 12:57:56.705	19200	0.000000
12-05-2022 12:57:57.705	20200	0.000000
12-05-2022 12:57:58.704	21200	0.000000
12-05-2022 12:57:59.704	22200	0.000000
12-05-2022 12:58:00.705	23200	0.000000
12-05-2022 12:58:01.706	24201	0.000000
12-05-2022 12:58:02.707	25202	0.000000
12-05-2022 12:58:03.708	26203	0.000000
12-05-2022 12:58:04.708	27204	0.000000
12-05-2022 12:58:05.709	28204	0.000000
12-05-2022 12:58:06.710	29205	0.000000
12-05-2022 12:58:07.709	30205	0.000000
12-05-2022 12:58:08.711	31206	0.000000
12-05-2022 12:58:09.711	32206	0.000000
12-05-2022 12:58:10.711	33206	0.000000
12-05-2022 12:58:11.712	34207	0.000000
12-05-2022 12:58:12.712	35207	0.000000
12-05-2022 12:58:13.712	36207	0.000000
12-05-2022 12:58:14.712	37207	0.000000
12-05-2022 12:58:15.713	38208	0.000000
12-05-2022 12:58:16.712	39208	0.000000
12-05-2022 12:58:17.713	40208	0.000000
12-05-2022 12:58:18.713	41208	0.000000
12-05-2022 12:58:19.713	42208	0.000000
12-05-2022 12:58:20.713	43208	0.000000
