Energie UV
12-05-2022 11:46:44.301
Date	Time	Energie UV
12-05-2022 11:46:45.699	79	0.000000
12-05-2022 11:46:46.701	1080	0.000000
12-05-2022 11:46:47.703	2081	0.000000
12-05-2022 11:46:48.703	3081	0.000000
12-05-2022 11:46:49.704	4082	0.000000
12-05-2022 11:46:50.704	5082	0.000000
12-05-2022 11:46:51.703	6082	0.000000
12-05-2022 11:46:52.704	7083	0.000000
12-05-2022 11:46:53.706	8084	0.000000
12-05-2022 11:46:54.707	9085	0.000000
12-05-2022 11:46:55.708	10086	0.000000
12-05-2022 11:46:56.708	11086	0.000000
12-05-2022 11:46:57.708	12086	0.000000
12-05-2022 11:46:58.708	13087	0.000000
12-05-2022 11:46:59.710	14088	0.000000
12-05-2022 11:47:00.710	15088	0.000000
12-05-2022 11:47:01.710	16088	0.000000
12-05-2022 11:47:02.710	17088	0.000000
12-05-2022 11:47:03.711	18089	0.000000
12-05-2022 11:47:04.710	19089	0.000000
12-05-2022 11:47:05.711	20090	0.000000
12-05-2022 11:47:06.712	21091	0.000000
12-05-2022 11:47:07.713	22091	0.000000
12-05-2022 11:47:08.712	23091	0.000000
12-05-2022 11:47:09.712	24091	0.000000
12-05-2022 11:47:10.712	25091	0.000000
12-05-2022 11:47:11.713	26091	0.000000
12-05-2022 11:47:12.712	27091	0.000000
12-05-2022 11:47:13.713	28091	0.000000
12-05-2022 11:47:14.713	29091	0.000000
12-05-2022 11:47:15.714	30092	0.000000
12-05-2022 11:47:16.714	31093	0.000000
12-05-2022 11:47:17.716	32094	0.000000
12-05-2022 11:47:18.716	33094	0.000000
12-05-2022 11:47:19.716	34094	0.000000
12-05-2022 11:47:20.716	35094	0.000000
12-05-2022 11:47:21.716	36094	0.000000
12-05-2022 11:47:22.717	37095	0.000000
12-05-2022 11:47:23.716	38095	0.000000
12-05-2022 11:47:24.718	39096	0.000000
12-05-2022 11:47:25.718	40096	0.000000
12-05-2022 11:47:26.718	41096	0.000000
12-05-2022 11:47:27.718	42096	0.000000
12-05-2022 11:47:28.718	43097	0.000000
12-05-2022 11:47:29.719	44097	0.000000
12-05-2022 11:47:30.719	45097	0.000000
12-05-2022 11:47:31.718	46097	0.000000
12-05-2022 11:47:32.720	47098	0.000000
12-05-2022 11:47:33.720	48098	0.000000
12-05-2022 11:47:34.721	49099	0.000000
12-05-2022 11:47:35.720	50099	0.000000
12-05-2022 11:47:36.722	51100	0.000000
12-05-2022 11:47:37.721	52100	0.000000
12-05-2022 11:47:38.722	53100	0.000000
12-05-2022 11:47:39.721	54100	0.000000
12-05-2022 11:47:40.722	55100	0.000000
12-05-2022 11:47:41.722	56100	0.000000
12-05-2022 11:47:42.722	57101	0.000000
12-05-2022 11:47:43.722	58101	0.000000
12-05-2022 11:47:44.723	59102	0.000000
