Puissance depolar
12-05-2022 11:46:44.354
Date	Time	Puissance depolar
12-05-2022 11:46:45.699	79	0.000000
12-05-2022 11:46:46.701	1080	0.000000
12-05-2022 11:46:47.703	2081	0.000000
12-05-2022 11:46:48.703	3081	0.922647
12-05-2022 11:46:49.704	4082	0.921322
12-05-2022 11:46:50.704	5082	0.917293
12-05-2022 11:46:51.703	6082	0.924918
12-05-2022 11:46:52.704	7083	0.921374
12-05-2022 11:46:53.706	8084	0.923390
12-05-2022 11:46:54.707	9085	0.922890
12-05-2022 11:46:55.708	10086	0.921906
12-05-2022 11:46:56.708	11086	0.922957
12-05-2022 11:46:57.708	12086	0.917811
12-05-2022 11:46:58.708	13087	0.916257
12-05-2022 11:46:59.710	14088	0.923108
12-05-2022 11:47:00.710	15088	0.923739
12-05-2022 11:47:01.710	16088	0.921857
12-05-2022 11:47:02.710	17088	0.927358
12-05-2022 11:47:03.711	18089	0.927046
12-05-2022 11:47:04.710	19089	0.923233
12-05-2022 11:47:05.711	20090	0.924002
12-05-2022 11:47:06.712	21091	0.922609
12-05-2022 11:47:07.713	22091	0.926016
12-05-2022 11:47:08.712	23091	0.919344
12-05-2022 11:47:09.712	24091	0.919408
12-05-2022 11:47:10.712	25091	0.920285
12-05-2022 11:47:11.713	26091	0.922938
12-05-2022 11:47:12.712	27091	0.922213
12-05-2022 11:47:13.713	28091	0.916005
12-05-2022 11:47:14.713	29091	0.919682
12-05-2022 11:47:15.714	30092	0.921651
12-05-2022 11:47:16.714	31093	0.930028
12-05-2022 11:47:17.716	32094	0.924477
12-05-2022 11:47:18.716	33094	0.924259
12-05-2022 11:47:19.716	34094	0.919439
12-05-2022 11:47:20.716	35094	0.927061
12-05-2022 11:47:21.716	36094	0.923882
12-05-2022 11:47:22.717	37095	0.916896
12-05-2022 11:47:23.716	38095	0.921082
12-05-2022 11:47:24.718	39096	0.920806
12-05-2022 11:47:25.718	40096	0.922203
12-05-2022 11:47:26.718	41096	0.917153
12-05-2022 11:47:27.718	42096	0.922237
12-05-2022 11:47:28.718	43097	0.920655
12-05-2022 11:47:29.719	44097	0.917525
12-05-2022 11:47:30.719	45097	0.920730
12-05-2022 11:47:31.718	46097	0.919425
12-05-2022 11:47:32.720	47098	0.921509
12-05-2022 11:47:33.720	48098	0.921087
12-05-2022 11:47:34.721	49099	0.920521
12-05-2022 11:47:35.720	50099	0.926818
12-05-2022 11:47:36.722	51100	0.922630
12-05-2022 11:47:37.721	52100	0.918797
12-05-2022 11:47:38.722	53100	0.918837
12-05-2022 11:47:39.721	54100	0.922406
12-05-2022 11:47:40.722	55100	0.924644
12-05-2022 11:47:41.722	56100	0.921304
12-05-2022 11:47:42.722	57101	0.926443
12-05-2022 11:47:43.722	58101	0.922775
12-05-2022 11:47:44.723	59102	0.922775
