Energie UV
12-05-2022 12:52:34.530
Date	Time	Energie UV
12-05-2022 12:52:35.598	24	0.000000
12-05-2022 12:52:36.598	1024	0.000000
12-05-2022 12:52:37.598	2024	0.000000
12-05-2022 12:52:38.598	3024	0.000000
12-05-2022 12:52:39.599	4025	0.000000
12-05-2022 12:52:40.599	5025	0.000000
12-05-2022 12:52:41.599	6025	0.000000
12-05-2022 12:52:42.598	7025	0.000000
12-05-2022 12:52:43.599	8026	0.000000
12-05-2022 12:52:44.600	9026	0.000000
12-05-2022 12:52:45.601	10027	0.000000
12-05-2022 12:52:46.600	11027	0.000000
12-05-2022 12:52:47.601	12027	0.000000
12-05-2022 12:52:48.601	13028	0.000000
12-05-2022 12:52:49.602	14028	0.000000
12-05-2022 12:52:50.602	15028	0.000000
12-05-2022 12:52:51.601	16028	0.000000
12-05-2022 12:52:52.602	17028	0.000000
12-05-2022 12:52:53.602	18028	0.000000
12-05-2022 12:52:54.602	19028	0.000000
12-05-2022 12:52:55.603	20029	0.000000
12-05-2022 12:52:56.603	21029	0.000000
12-05-2022 12:52:57.604	22030	0.000000
12-05-2022 12:52:58.603	23030	0.000000
12-05-2022 12:52:59.604	24030	0.000000
12-05-2022 12:53:00.604	25031	0.000000
12-05-2022 12:53:01.606	26032	0.000000
12-05-2022 12:53:02.606	27032	0.000000
12-05-2022 12:53:03.606	28033	0.000000
12-05-2022 12:53:04.607	29034	0.000000
12-05-2022 12:53:05.609	30035	0.000000
12-05-2022 12:53:06.610	31036	0.000000
12-05-2022 12:53:07.610	32036	0.000000
12-05-2022 12:53:08.609	33036	0.000000
12-05-2022 12:53:09.610	34036	0.000000
12-05-2022 12:53:10.610	35036	0.000000
12-05-2022 12:53:11.610	36036	0.000000
12-05-2022 12:53:12.609	37036	0.000000
12-05-2022 12:53:13.610	38036	0.000000
12-05-2022 12:53:14.610	39036	0.000000
12-05-2022 12:53:15.610	40036	0.000000
12-05-2022 12:53:16.610	41036	0.000000
12-05-2022 12:53:17.610	42037	0.000000
12-05-2022 12:53:18.611	43037	0.000000
12-05-2022 12:53:19.611	44037	0.000000
12-05-2022 12:53:20.611	45037	0.000000
12-05-2022 12:53:21.611	46037	0.000000
12-05-2022 12:53:22.610	47037	0.000000
12-05-2022 12:53:23.611	48037	0.000000
12-05-2022 12:53:24.610	49037	0.000000
12-05-2022 12:53:25.611	50037	0.000000
12-05-2022 12:53:26.612	51038	0.000000
12-05-2022 12:53:27.612	52038	0.000000
12-05-2022 12:53:28.613	53039	0.000000
12-05-2022 12:53:29.614	54040	0.000000
12-05-2022 12:53:30.614	55040	0.000000
12-05-2022 12:53:31.615	56041	0.000000
12-05-2022 12:53:32.615	57041	0.000000
12-05-2022 12:53:33.614	58041	0.000000
12-05-2022 12:53:34.616	59042	0.000000
12-05-2022 12:53:35.616	60042	0.000000
12-05-2022 12:53:36.616	61042	0.000000
12-05-2022 12:53:37.616	62042	0.000000
12-05-2022 12:53:38.616	63043	0.000000
12-05-2022 12:53:39.617	64044	0.000000
12-05-2022 12:53:40.618	65044	0.000000
12-05-2022 12:53:41.618	66044	0.000000
12-05-2022 12:53:42.617	67044	0.000000
12-05-2022 12:53:43.618	68045	0.000000
12-05-2022 12:53:44.619	69045	0.000000
12-05-2022 12:53:45.620	70046	0.000000
12-05-2022 12:53:46.620	71046	0.000000
12-05-2022 12:53:47.620	72046	0.000000
12-05-2022 12:53:48.619	73046	0.000000
12-05-2022 12:53:49.621	74047	0.000000
12-05-2022 12:53:50.620	75047	0.000000
12-05-2022 12:53:51.620	76047	0.000000
12-05-2022 12:53:52.620	77047	0.000000
