Energie IR
12-05-2022 11:45:14.503
Date	Time	Energie IR
12-05-2022 11:45:21.218	152	0.000000
12-05-2022 11:45:22.218	1152	0.000000
12-05-2022 11:45:23.219	2152	0.000000
12-05-2022 11:45:24.220	3153	25.798310
12-05-2022 11:45:25.220	4153	26.158700
12-05-2022 11:45:26.221	5155	25.573060
12-05-2022 11:45:27.222	6155	25.798310
12-05-2022 11:45:28.223	7156	25.918440
12-05-2022 11:45:29.223	8157	25.798310
12-05-2022 11:45:30.223	9157	25.798310
12-05-2022 11:45:31.224	10157	25.918440
12-05-2022 11:45:32.224	11157	25.693190
12-05-2022 11:45:33.223	12157	25.918440
12-05-2022 11:45:34.223	13157	25.918440
12-05-2022 11:45:35.224	14157	25.918440
12-05-2022 11:45:36.224	15157	25.918440
12-05-2022 11:45:37.225	16158	25.693190
12-05-2022 11:45:38.225	17158	26.158700
12-05-2022 11:45:39.226	18159	25.918440
12-05-2022 11:45:40.226	19159	26.038570
12-05-2022 11:45:41.226	20159	25.573060
12-05-2022 11:45:42.226	21159	26.038570
