Puissance depolar
13-05-2022 09:05:42.716
Date	Time	Puissance depolar
13-05-2022 09:05:44.666	218	0.000000
13-05-2022 09:05:45.666	1218	0.000000
13-05-2022 09:05:46.666	2218	0.000000
13-05-2022 09:05:47.667	3219	0.000000
13-05-2022 09:05:48.667	4219	0.000000
13-05-2022 09:05:49.666	5219	0.000000
13-05-2022 09:05:50.666	6219	0.000000
13-05-2022 09:05:51.667	7219	0.000000
13-05-2022 09:05:52.667	8219	0.000000
13-05-2022 09:05:53.668	9220	0.000000
13-05-2022 09:05:54.669	10221	0.000000
13-05-2022 09:05:55.669	11221	0.000000
13-05-2022 09:05:56.668	12221	0.000000
13-05-2022 09:05:57.668	13221	0.000000
13-05-2022 09:05:58.668	14221	0.000000
13-05-2022 09:05:59.669	15222	0.000000
13-05-2022 09:06:00.670	16223	0.000000
13-05-2022 09:06:01.671	17224	0.000000
13-05-2022 09:06:02.672	18225	0.000000
13-05-2022 09:06:03.673	19226	0.000000
13-05-2022 09:06:04.674	20227	0.000000
13-05-2022 09:06:05.674	21227	0.000000
13-05-2022 09:06:06.675	22228	0.000000
13-05-2022 09:06:07.675	23228	0.000000
13-05-2022 09:06:08.675	24228	0.000000
13-05-2022 09:06:09.675	25228	0.000000
13-05-2022 09:06:10.675	26228	0.000000
13-05-2022 09:06:11.676	27228	0.000000
13-05-2022 09:06:12.676	28228	0.000000
13-05-2022 09:06:13.677	29229	0.000000
13-05-2022 09:06:14.677	30229	0.000000
13-05-2022 09:06:15.678	31230	0.000000
13-05-2022 09:06:16.678	32230	0.000000
13-05-2022 09:06:17.678	33230	0.000000
13-05-2022 09:06:18.678	34230	0.000000
13-05-2022 09:06:19.678	35230	0.000000
13-05-2022 09:06:20.677	36230	0.000000
13-05-2022 09:06:21.678	37231	0.000000
13-05-2022 09:06:22.678	38231	0.000000
13-05-2022 09:06:23.679	39232	0.000000
13-05-2022 09:06:24.679	40232	0.000000
13-05-2022 09:06:25.680	41233	0.000000
13-05-2022 09:06:26.681	42234	0.000000
13-05-2022 09:06:27.682	43235	0.000000
13-05-2022 09:06:28.683	44236	0.000000
13-05-2022 09:06:29.684	45236	0.000000
13-05-2022 09:06:30.684	46236	0.000000
13-05-2022 09:06:31.684	47236	0.000000
13-05-2022 09:06:32.684	48236	0.000000
13-05-2022 09:06:33.685	49237	0.000000
13-05-2022 09:06:34.685	50237	0.000000
13-05-2022 09:06:35.685	51237	0.000000
13-05-2022 09:06:36.685	52237	0.000000
13-05-2022 09:06:37.686	53238	0.000000
13-05-2022 09:06:38.687	54239	0.000000
13-05-2022 09:06:39.686	55239	0.000000
13-05-2022 09:06:40.686	56239	0.000000
13-05-2022 09:06:41.687	57240	0.000000
13-05-2022 09:06:42.687	58240	0.000000
13-05-2022 09:06:45.199
