Energie IR
13-05-2022 09:01:56.800
Date	Time	Energie IR
13-05-2022 09:01:58.071	21	0.000000
13-05-2022 09:01:59.072	1022	0.000000
13-05-2022 09:02:00.072	2022	0.000000
13-05-2022 09:02:01.072	3022	0.000000
13-05-2022 09:02:02.071	4022	0.000000
13-05-2022 09:02:03.072	5022	0.000000
13-05-2022 09:02:04.073	6023	0.000000
13-05-2022 09:02:05.073	7023	0.000000
13-05-2022 09:02:06.073	8023	0.000000
13-05-2022 09:02:07.073	9023	0.000000
13-05-2022 09:02:08.073	10023	0.000000
13-05-2022 09:02:09.074	11024	0.000000
13-05-2022 09:02:10.075	12025	0.000000
13-05-2022 09:02:11.075	13025	0.000000
13-05-2022 09:02:12.074	14025	0.000000
13-05-2022 09:02:13.075	15026	0.000000
13-05-2022 09:02:14.075	16026	0.000000
13-05-2022 09:02:15.075	17026	0.000000
13-05-2022 09:02:16.075	18026	0.000000
13-05-2022 09:02:17.076	19026	0.000000
13-05-2022 09:02:18.076	20026	0.000000
13-05-2022 09:02:19.076	21026	0.000000
13-05-2022 09:02:20.076	22026	0.000000
13-05-2022 09:02:21.076	23026	0.000000
13-05-2022 09:02:22.076	24026	0.000000
13-05-2022 09:02:23.077	25027	0.000000
13-05-2022 09:02:24.077	26027	0.000000
13-05-2022 09:02:25.078	27028	0.000000
13-05-2022 09:02:26.077	28028	0.000000
13-05-2022 09:02:27.078	29028	0.000000
13-05-2022 09:02:28.078	30028	0.000000
13-05-2022 09:02:29.077	31028	0.000000
13-05-2022 09:02:30.077	32028	0.000000
13-05-2022 09:02:31.078	33028	0.000000
13-05-2022 09:02:32.078	34028	0.000000
13-05-2022 09:02:33.078	35028	0.000000
