Puissance depolar (W)
12-05-2022 12:46:09.470
Date	Time	Mean	Sigma	Max	Min	Rapport
12-05-2022 12:46:21.443	11020	0.000242	0.001453	0.011411	0.000000	601.290733
12-05-2022 12:46:33.446	23022	0.000229	0.001398	0.011128	0.000000	610.984905
12-05-2022 12:46:45.453	35030	0.000232	0.001419	0.011348	0.000000	611.270104
12-05-2022 12:46:57.457	47034	0.000233	0.001420	0.012141	0.000000	608.983497
